,DEPT,GRTO,GRKT,GRTH,GKUT,POTA,URAN,THOR,MSFL,LLS,LLD,GR,CALI,BHVT,AHVT,RHOB,DRHO,PE,DPHI,XPHI,NPHI,NDSN,FDSN,TENS,MDT,SPHI,ITTT,DXDT,DYDT
8550,4475.0,6.6638,4.9079,2.3704,6.9524,0.1861,0.2276,0.6725,0.1,13.1152,0.0654,7.136,8.2342,2747.9683,1636.5507,1.0424,-0.8141,9.677,1.0358,1.0,0.8114,8445.0,420.0,4369.272,57.2701,0.0704,451731.4688,262.7864,256.9453
8551,4475.5,6.7792,4.8374,2.4286,7.1524,0.1781,0.2577,0.689,0.1,13.9107,0.0644,8.1519,8.2374,2747.7832,1636.4482,1.0398,-0.8175,9.5736,1.0374,1.0,0.7905,9260.0,453.3333,4373.6978,57.5069,0.0721,451702.8438,263.7959,254.6567
8552,4476.0,7.7791,5.7789,3.1279,8.4166,0.1995,0.2937,0.8874,0.1,14.4024,0.063,8.4625,8.2357,2747.5981,1636.3458,1.0375,-0.8225,9.5456,1.0388,1.0,0.831,8880.0,460.0,4311.8691,57.3351,0.0709,451674.0938,261.69,253.7391
8553,4476.5,8.2541,6.3943,3.7199,9.1003,0.2056,0.3013,1.0553,0.1,14.4233,0.0608,6.9097,8.2382,2747.4131,1636.2434,1.0369,-0.8271,8.591,1.0392,1.0,0.8101,8546.667,453.3333,4233.1191,57.0872,0.069,451645.4375,259.2041,254.3226
8554,4477.0,8.3169,7.2053,4.7461,9.6956,0.1992,0.2773,1.3464,0.1,13.2101,0.0588,6.2857,8.237,2747.228,1636.1409,1.0324,-0.8319,6.5266,1.042,1.0,0.7941,8906.667,420.0,4244.561,161.1858,0.8267,451602.625,257.4439,254.8047
8555,4477.5,7.5724,7.0175,4.7375,8.9105,0.1873,0.2108,1.344,0.1,10.9987,0.056,7.5456,8.2344,2747.043,1636.0382,1.0202,-0.8376,5.0271,1.0495,1.0,0.8296,8793.333,440.0,4326.4165,161.1858,0.8267,451602.625,257.4439,254.8047
8556,4478.0,6.5709,6.1335,4.0695,7.6572,0.1678,0.1696,1.1545,0.1,10.1702,0.0573,8.4432,8.2396,2746.8579,1635.9358,1.0068,-0.8441,4.5584,1.0579,1.0,0.8567,8973.333,413.3333,4273.7656,162.6851,0.8376,451441.4375,256.4737,254.5986
8557,4478.5,6.1836,5.57,3.4744,7.1228,0.1654,0.1729,0.9857,0.1,10.627,0.0564,7.2942,8.2411,2746.6729,1635.8333,1.0028,-0.8462,4.3929,1.0604,1.0,0.8394,8993.333,453.3333,4251.2964,164.4418,0.8504,451360.0938,257.1176,255.0182
8558,4479.0,6.2585,5.3106,3.137,7.1618,0.1679,0.2061,0.8899,0.1,10.6468,0.0543,6.1984,8.2434,2746.4878,1635.7305,1.0142,-0.8457,4.383,1.0533,1.0,0.8357,8873.333,373.3333,4279.7393,164.7605,0.8527,451277.875,258.6575,256.6332
8559,4479.5,6.8081,5.556,3.2241,7.7985,0.1791,0.2497,0.9146,0.1,10.4731,0.0489,7.1611,8.2561,2746.3022,1635.6277,1.0424,-0.8754,4.3976,1.0358,1.0,0.7804,8760.0,445.0,4362.6255,163.9046,0.8465,451195.5,259.5715,258.5174
8560,4480.0,7.7144,6.0853,3.4646,8.8588,0.2,0.3088,0.9829,0.1,10.0704,0.0445,7.8828,8.3428,2746.1143,1635.5223,1.0643,-0.9762,4.3405,1.0222,1.0,0.7899,8926.667,350.0,4261.4492,162.0348,0.8329,451113.5625,259.6866,259.9674
8561,4480.5,8.0207,6.1376,3.4523,9.2641,0.2042,0.3481,0.9794,0.1,9.6828,40000.0,8.566,8.3483,2745.9243,1635.4149,1.0622,-1.0211,3.8751,1.0235,1.0,0.8504,8525.0,380.0,4185.4336,181.5758,0.9751,451032.5313,259.6245,260.5793
8649,4524.5,10.5027,5.7967,2.1284,11.0174,0.2591,0.5812,0.6038,13.6353,69.2576,40000.0,10.8507,10.8868,2662.5303,1559.2834,2.8301,0.0305,5.1175,-0.0746,0.0198,0.0472,13295.0,2746.6667,4311.1294,50.6705,0.0223,444641.0313,59.6033,76.5377
8652,4526.0,12.1101,6.3416,2.2169,12.5771,0.29,0.6942,0.6289,5.1015,128.3424,40000.0,9.9324,10.8728,2661.5596,1558.5603,2.7903,0.0617,5.0502,-0.0499,0.025,0.0475,12666.667,2673.3333,4299.9453,52.0514,0.0324,444479.0625,71.5423,86.5215
8653,4526.5,12.3191,6.5299,2.2693,12.6684,0.2994,0.6834,0.6438,7.4602,350.7876,40000.0,10.9225,10.8009,2661.2378,1558.3209,2.8218,0.0233,5.0874,-0.0695,0.0198,0.0457,12380.0,2960.0,4422.751,53.0463,0.0396,444401.1563,78.6972,91.881
8654,4527.0,15.3111,8.3202,2.8416,15.6154,0.3844,0.8122,0.8061,5.9307,2990.0112,40000.0,17.3479,10.8394,2660.9197,1558.0854,2.8241,0.0157,4.8924,-0.0708,0.0348,0.0691,12473.333,2226.6667,4399.5742,58.0386,0.076,444374.625,114.4843,89.3918
8655,4527.5,20.339,11.1899,3.759,20.663,0.5207,1.0547,1.0664,2.5407,281.1797,40000.0,24.1326,10.9167,2660.5969,1557.8451,2.7689,0.029,4.2542,-0.0366,0.0681,0.1106,13660.0,1613.3334,4375.2329,62.2024,0.1063,444345.5938,115.696,116.7903
8656,4528.0,27.0405,14.9643,5.0789,27.4147,0.6932,1.3861,1.4408,2.4553,175.3814,40000.0,27.2692,11.02,2660.2717,1557.6027,2.7011,0.0531,3.2846,0.0055,0.0798,0.1118,11960.0,1813.3334,4383.5483,63.5221,0.1159,444298.9375,116.3036,116.6982
8657,4528.5,33.0223,18.1957,6.2679,33.3738,0.8375,1.6898,1.7781,6.5441,114.9237,1103.9637,32.5411,10.9832,2659.9399,1557.3533,2.6615,0.0704,2.7143,0.0301,0.0825,0.1044,12155.0,1773.3334,4434.585,63.5221,0.1159,444298.9375,116.3036,116.6982
8658,4529.0,38.4909,20.9509,7.3468,39.0345,0.9568,2.0133,2.0842,11.6192,67.7753,151.7391,39.8021,10.9102,2659.614,1557.1097,2.6355,0.0651,2.8434,0.0463,0.0916,0.111,12306.667,1820.0,4336.6929,64.5843,0.1236,444235.4063,116.4822,115.3744
8659,4529.5,45.0087,24.7165,9.0928,45.6697,1.1038,2.3328,2.5795,6.0053,65.0418,189.1318,44.2045,10.931,2659.2913,1556.8694,2.582,0.058,3.1147,0.0795,0.0989,0.1042,11993.333,2033.3334,4273.2954,65.4755,0.1301,444203.125,116.5782,114.5228
8660,4530.0,47.2134,26.3977,9.9946,47.7819,1.1623,2.3808,2.8354,3.5445,65.8436,188.2033,43.0392,11.2599,2658.959,1556.6196,2.5178,0.0689,3.17,0.1194,0.1161,0.1068,11846.667,1620.0,4413.3257,66.2043,0.1354,444170.375,117.2062,115.5835
8661,4530.5,45.8949,26.1997,10.1763,46.1017,1.1386,2.2158,2.8869,2.693,74.2368,239.2247,40.313,11.4125,2658.6118,1556.355,2.4797,0.0923,3.1897,0.1431,0.12,0.0962,11220.0,1770.0,4440.3457,66.7281,0.1392,444137.2813,118.0818,117.7619
8662,4531.0,42.4953,24.752,9.7294,42.3043,1.0689,1.9542,2.7601,2.5863,68.3743,222.8534,41.7778,11.5694,2658.2559,1556.0814,2.4433,0.1129,3.2721,0.1656,0.1303,0.0959,10426.667,1586.6666,4371.3784,66.8814,0.1403,444103.9063,117.9726,118.8374
8663,4531.5,39.7438,23.3102,9.0917,39.2779,1.0108,1.7777,2.5792,2.9069,80.2155,336.8239,41.7615,12.3011,2657.8699,1555.7782,2.3986,0.109,3.2359,0.1934,0.1365,0.0828,10000.0,1760.0,4387.7632,66.6112,0.1384,444070.4688,116.4362,118.8374
8664,4532.0,39.6006,23.6273,9.2123,39.0045,1.0247,1.712,2.6134,3.621,83.5639,352.592,36.9332,12.96,2657.4421,1555.433,2.3719,0.088,3.0873,0.21,0.1445,0.0812,10313.333,1853.3334,4419.2651,65.882,0.1331,444037.1563,114.2615,116.4967
8665,4532.5,39.9429,24.2978,9.4949,39.3069,1.0526,1.671,2.6936,6.312,136.9157,40000.0,34.1567,13.0085,2656.9834,1555.0566,2.3584,0.0704,3.0718,0.2184,0.1542,0.0898,11413.333,1593.3334,4381.5205,64.6089,0.1238,444004.2188,111.8381,116.4967
8666,4533.0,40.7332,25.2971,9.8452,39.8838,1.0982,1.624,2.793,6.588,224.1709,40000.0,35.2067,13.1532,2656.5188,1554.6744,2.3611,0.0582,3.2332,0.2167,0.1529,0.0892,10850.0,1720.0,4317.8765,61.8686,0.1038,443971.9063,108.7408,111.5542
8667,4533.5,41.0268,25.9285,10.0183,39.9313,1.1299,1.559,2.8421,7.6541,186.4329,40000.0,34.3083,13.1413,2656.0461,1554.2841,2.3884,0.053,3.3773,0.1998,0.146,0.0932,10760.0,1586.6666,4319.2437,58.8425,0.0818,443940.9688,105.7651,108.3363
8668,4534.0,41.2388,26.8939,10.5405,40.1875,1.1632,1.48,2.9902,6.9094,144.5406,40000.0,32.2587,12.9703,2655.5811,1553.9016,2.4088,0.0554,3.3681,0.1871,0.1404,0.0949,11180.0,1655.0,4346.4434,58.8425,0.0818,443940.9688,105.7651,108.3363
8669,4534.5,40.8591,27.5866,11.0142,39.7392,1.1814,1.353,3.1246,7.4883,111.6905,40000.0,33.6539,13.1377,2655.1211,1553.5243,2.4074,0.0631,3.1997,0.1879,0.1493,0.1093,11133.333,1566.6666,4378.606,57.6873,0.0734,443896.8438,104.3853,106.3457
8670,4535.0,37.6867,26.4511,10.822,36.5625,1.1175,1.1257,3.0701,6.3648,108.6406,40000.0,34.2455,12.1593,2654.6597,1553.1453,2.4252,0.0826,3.0584,0.1769,0.1483,0.1171,12006.667,1293.3334,4342.8569,57.967,0.0755,443868.0,104.7323,105.933
8671,4535.5,35.8068,25.7444,10.6041,34.8184,1.0834,1.0102,3.0083,4.248,114.4335,40000.0,33.0402,11.6448,2654.2725,1552.8407,2.4709,0.1133,3.1197,0.1485,0.1309,0.1104,11840.0,1626.6666,4379.7051,59.8833,0.0894,443839.0313,107.0789,107.447
8672,4536.0,33.37,24.3898,10.0964,32.4539,1.0235,0.8978,2.8642,1.8599,125.1547,40000.0,30.774,11.873,2653.8965,1552.5471,2.5168,0.1478,3.2262,0.12,0.1472,0.1594,11726.667,1060.0,4383.8735,63.8068,0.118,443809.0938,110.9876,110.7389
8673,4536.5,32.7745,24.2659,10.2931,31.954,1.0038,0.8559,2.92,0.8181,144.2054,40000.0,27.2174,11.8999,2653.5117,1552.2448,2.5226,0.1781,3.185,0.1164,0.1826,0.2269,11586.667,940.0,4272.9595,65.9769,0.1337,443777.1875,113.1833,112.9896
8674,4537.0,32.9239,24.61,10.5532,31.9586,1.0113,0.8181,2.9938,0.3454,194.2021,40000.0,26.3316,12.3943,2653.1265,1551.9421,2.4573,0.1888,3.0369,0.1569,0.1846,0.1992,9200.0,966.6667,4268.9922,66.6801,0.1389,443744.1875,113.6439,113.7557
8676,4538.0,37.1542,27.5546,12.0142,35.591,1.1207,0.8947,3.4083,0.9715,208.6891,40000.0,30.9278,13.3535,2652.2537,1551.2344,2.3646,0.2143,2.8748,0.2145,0.1935,0.1641,9900.0,973.3333,4333.4316,67.5188,0.145,443677.3125,112.9715,113.5433
8677,4538.5,37.7576,27.9434,12.1413,36.0786,1.139,0.9057,3.4444,0.8221,162.9142,40000.0,33.5238,13.5975,2651.7603,1550.8235,2.3412,0.215,2.7823,0.2291,0.2351,0.2303,9973.333,800.0,4245.1323,68.1983,0.1499,443626.5938,113.1585,138.3755
8678,4539.0,34.5442,26.1201,11.3533,32.9469,1.0645,0.7601,3.2208,0.2571,116.6225,40000.0,36.1562,13.59,2651.2561,1550.402,2.2879,0.1856,2.7143,0.2622,0.2999,0.3319,8913.333,646.6667,4336.7935,68.1983,0.1499,443626.5938,113.1585,138.3755
8679,4539.5,30.6703,23.5909,10.2358,29.2901,0.9625,0.6345,2.9038,0.1,89.069,40000.0,34.5785,13.5931,2650.7524,1549.9806,2.1177,0.1467,2.5983,0.3679,0.3674,0.3498,8480.0,613.3333,4435.5708,89.015,0.3014,443558.4063,127.0033,136.1978
8680,4540.0,30.0963,23.1835,10.0782,28.8723,0.9447,0.6333,2.8591,0.1745,73.8626,40000.0,29.8719,14.8426,2650.2461,1549.5568,1.9414,0.1109,2.3936,0.4774,0.4574,0.3942,7965.0,433.3333,4345.0303,88.2223,0.2957,443536.1563,128.0744,134.781
8681,4540.5,30.6529,23.4643,10.2646,29.7006,0.9524,0.6943,2.912,0.2134,75.2794,40000.0,33.2206,12.4703,2649.6516,1549.0446,1.9905,0.0902,2.4025,0.4469,0.4155,0.3356,8446.667,400.0,4262.7832,86.4544,0.2828,443470.0,159.569,126.8506
8682,4541.0,33.5458,25.3154,11.1543,32.9787,1.0229,0.8532,3.1643,0.6876,106.4729,40000.0,41.4842,12.3454,2649.2268,1548.7025,2.109,0.0812,2.6419,0.3733,0.3247,0.2353,8800.0,873.3333,4332.8931,61.9936,0.1048,443426.7813,159.1427,152.9569
8683,4541.5,39.5549,29.788,13.4356,39.2786,1.1854,1.0566,3.8115,1.6357,95.3498,967.2983,45.0999,12.2986,2648.8125,1548.3705,2.1781,0.0799,2.8832,0.3303,0.2938,0.2304,10006.667,740.0,4471.6353,61.1958,0.099,443395.7813,157.3809,156.0649
8684,4542.0,44.8148,33.7034,15.4804,44.6602,1.3249,1.2199,4.3916,3.6893,53.6732,123.0934,46.9817,12.3056,2648.3997,1548.0403,2.299,0.0897,3.119,0.2553,0.2471,0.2264,9786.667,900.0,4376.7129,59.2574,0.0848,443365.1875,154.4275,156.3802
8685,4542.5,45.9022,34.3349,16.1303,45.6363,1.3287,1.2582,4.576,4.0919,38.2475,86.933,49.5548,11.8127,2647.9954,1547.7185,2.4341,0.0819,3.3904,0.1714,0.2023,0.2206,10085.0,850.0,4275.1001,58.8243,0.0817,443335.5625,151.6131,155.7186
8686,4543.0,44.9918,33.3215,15.9406,44.7649,1.2727,1.274,4.5222,3.8537,32.2893,75.7817,50.6048,11.6325,2647.6194,1547.4249,2.4973,0.0461,3.5933,0.1321,0.1788,0.2079,10100.0,940.0,4388.9165,60.5251,0.0941,443306.1563,95.7727,114.571
8687,4543.5,40.4537,29.615,14.44,40.4956,1.1152,1.2114,4.0965,4.0641,32.3081,100.0432,44.538,11.68,2647.2502,1547.1383,2.5312,0.025,3.6879,0.111,0.1897,0.2444,10580.0,933.3333,4448.459,62.3649,0.1075,443275.9063,94.2984,100.2123
8688,4544.0,34.382,24.7104,12.3027,34.7148,0.9156,1.1138,3.4901,6.4503,37.655,129.415,33.1142,11.5157,2646.8799,1546.8506,2.4466,0.014,3.5924,0.1636,0.2405,0.3034,10753.333,766.6667,4307.6221,63.5322,0.116,443244.7188,93.6821,96.8328
8689,4544.5,32.8519,23.2136,11.7589,33.163,0.8484,1.1077,3.3359,4.5105,27.5092,195.127,29.5835,11.3649,2646.5217,1546.5751,2.0224,-0.0024,2.9609,0.4271,0.4134,0.3691,9306.667,653.3333,4217.5859,64.0448,0.1197,443212.9375,92.7592,95.2756
8690,4545.0,34.2006,24.0518,12.4102,34.4227,0.8657,1.1546,3.5206,1.2812,26.5216,249.9763,29.2064,12.8034,2646.1484,1546.2842,1.5246,0.0181,2.0139,0.7362,0.6806,0.3929,8746.667,560.0,4315.4897,64.0406,0.1197,443180.9063,88.8416,92.1902
8697,4548.5,33.4831,23.1906,12.2757,34.3544,0.8166,1.2429,3.4825,0.5402,25.7226,623.9553,43.1863,11.6773,2643.3669,1544.0807,1.9362,0.0222,3.052,0.4806,0.4583,0.39,9513.333,580.0,4318.437,80.0,0.2358,442964.3438,150.0471,92.1902
8698,4549.0,27.0267,18.8985,10.0127,27.6804,0.665,0.9777,2.8405,0.9114,14.48,40000.0,47.7847,12.7143,2642.9775,1543.7738,1.8286,0.0323,2.5313,0.5475,0.5334,0.4739,8413.333,480.0,4326.8979,43.2692,-0.0315,442884.5938,90.2129,85.64
8701,4550.5,40.5578,29.0247,14.7304,41.0895,1.0591,1.3432,4.1788,2.146,22.9389,419.1702,48.3902,11.5812,2641.8376,1542.8815,2.4367,0.1072,2.6207,0.1697,0.211,0.2389,10460.0,860.0,4404.6294,43.4542,-0.0302,442862.9688,82.2602,61.3271
8702,4551.0,45.6611,33.388,16.986,46.0616,1.2159,1.411,4.8187,2.7862,69.0896,1177.8229,42.9889,11.6143,2641.4731,1542.5995,2.4216,0.0928,2.7762,0.1792,0.2176,0.2436,10020.0,910.0,4406.9038,41.958,-0.0411,442785.9063,60.2271,60.4653
8703,4551.5,46.4585,34.701,17.4568,46.9273,1.2753,1.3612,4.9523,3.9434,77.3165,40000.0,39.95,12.1187,2641.0964,1542.3052,2.3634,0.0739,2.731,0.2153,0.2296,0.2334,10620.0,840.0,4243.1265,41.4613,-0.0447,442764.9375,73.2958,61.4385
8704,4552.0,46.5861,35.1426,17.4294,47.0117,1.3061,1.3214,4.9445,4.4966,57.0677,40000.0,40.2272,12.2924,2640.6926,1541.9836,2.3243,0.0567,2.64,0.2396,0.2522,0.2542,10086.667,760.0,4300.8198,41.4488,-0.0448,442744.2188,77.4653,88.3325
8707,4553.5,36.7921,27.5065,13.1682,37.102,1.05,1.0683,3.7357,0.4426,2.6027,1.9435,32.2735,13.2782,2639.4014,1540.9398,1.927,0.0203,2.3483,0.4863,0.4639,0.3942,7880.0,506.6667,4260.4414,63.2236,0.1137,442744.2188,77.4653,117.8371
8708,4554.0,33.5886,24.9775,11.9356,33.6339,0.9548,0.9637,3.386,0.1,2.3883,0.2442,20.3218,16.6821,2638.8699,1540.4908,1.4484,0.0055,1.6758,0.7836,0.7442,0.5151,8473.333,426.6667,4360.8438,62.4272,0.1079,442628.0313,86.0041,118.0376
8720,4560.0,37.2972,24.7245,9.418,38.6553,1.0853,1.551,2.6718,0.1,1.214,0.5838,26.4625,22.0161,2623.2683,1525.8795,1.5226,0.0523,1.3462,0.7375,0.7043,0.5327,8500.0,393.3333,4245.4233,91.3034,0.3181,442284.0313,86.0041,118.0376
8721,4560.5,35.0883,22.6262,8.8377,36.6519,0.9804,1.5615,2.5071,0.459,2.2718,0.7111,29.8534,13.1139,2622.0642,1524.7581,2.05,0.0968,1.6289,0.41,0.4375,0.4664,8173.3335,495.0,4303.1509,43.9767,-0.0264,441968.75,120.2823,116.0058
8736,4568.0,25.9238,18.1166,9.5982,27.0836,0.6375,0.9983,2.7229,0.1,2.9206,0.4142,24.3929,13.0217,2613.9519,1517.8837,2.1406,0.0255,2.6976,0.3537,0.2823,0.1695,9320.0,900.0,4289.6909,55.8753,0.0602,441559.6563,77.4083,86.8931
8755,4577.5,29.3424,18.6708,10.4101,29.4925,0.6266,1.2048,2.9532,4.4652,229.7453,40000.0,31.801,9.9496,2595.9219,1501.4214,2.6317,-0.0186,4.3911,0.0487,0.0631,0.0647,16940.0,3193.3333,4257.9536,43.1599,-0.0323,441289.4063,142.1786,82.4567
8756,4578.0,29.8121,19.3466,10.7981,29.697,0.6487,1.1524,3.0633,5.1605,79.0724,136.9898,29.5621,9.9571,2595.6516,1501.2338,2.6346,-0.0196,4.4714,0.0468,0.0625,0.0648,16526.666,3153.3333,4234.2397,44.82,-0.0202,441134.2813,68.9363,79.5156
8757,4578.5,31.2658,20.0474,10.7912,30.9874,0.6954,1.218,3.0613,4.611,54.0155,97.8793,24.407,9.9858,2595.3806,1501.0453,2.6665,-0.0101,4.5098,0.027,0.0529,0.0596,16526.666,3206.6667,4312.957,46.3767,-0.0089,441111.875,69.9681,77.5335
8758,4579.0,34.9401,21.9592,11.3843,34.4477,0.7873,1.3904,3.2296,4.2136,49.7885,77.1185,28.3968,9.9019,2595.1084,1500.8555,2.6747,-0.0035,4.5006,0.0219,0.0525,0.0613,15826.667,3366.6667,4299.5977,47.4344,-0.0012,441088.6875,101.774,97.1306
8759,4579.5,41.9501,25.8404,13.0889,41.1579,0.9444,1.7054,3.7132,4.188,36.0456,68.6721,42.9645,9.9275,2594.842,1500.6719,2.6195,0.0049,4.2575,0.0562,0.0777,0.0834,15380.0,2793.3333,4262.7383,63.2043,0.1136,441053.125,101.2755,102.8307
8760,4580.0,52.8719,32.5131,16.5515,51.9253,1.1835,2.1612,4.6955,4.8969,16.3195,24.6589,54.46,9.9284,2594.5723,1500.4846,2.6009,0.0198,3.9848,0.0678,0.0883,0.0938,13720.0,2140.0,4358.8267,63.2043,0.1136,441053.125,101.2755,102.8307
8761,4580.5,61.4579,38.5447,20.0388,60.5076,1.3786,2.4452,5.6848,4.9095,12.6517,19.8363,57.6476,9.9379,2594.3035,1500.2983,2.6109,0.0245,3.862,0.0616,0.0944,0.1071,13286.667,1960.0,4127.8301,65.8527,0.1328,440989.9063,104.8952,106.8884
8762,4581.0,66.5616,42.6975,21.9667,65.7289,1.5407,2.5642,6.2317,4.6845,12.3578,18.8179,58.1984,9.9485,2594.0339,1500.1115,2.6081,0.0205,3.7703,0.0633,0.1265,0.1603,13560.0,1635.0,5398.793,68.547,0.1525,440956.9688,109.2809,108.0681
8763,4581.5,68.5611,44.1109,22.0884,67.8536,1.6271,2.6434,6.2662,5.0529,9.732,15.0416,59.9952,9.9569,2593.7639,1499.924,2.6031,0.0172,3.6401,0.0664,0.1241,0.1543,13100.0,1595.0,5184.5508,70.9742,0.1701,440922.6875,112.1524,107.9424
8764,4582.0,66.6681,43.3061,20.8582,65.9656,1.6458,2.5228,5.9172,6.2904,13.5303,18.3067,66.2247,9.9129,2593.4934,1499.736,2.5911,0.0132,3.532,0.0738,0.1219,0.146,13586.667,1673.3334,4976.9321,69.0745,0.1563,440887.1875,115.2538,107.5074
8765,4582.5,65.2374,42.9034,20.0181,64.3635,1.6683,2.3892,5.6789,12.4173,22.3397,27.4428,69.552,9.7835,2593.2292,1499.5542,2.5903,0.0119,3.4719,0.0744,0.1157,0.1351,14980.0,2033.3334,4776.8442,67.5118,0.1449,440852.6563,118.3533,108.297
8766,4583.0,66.8344,44.6584,20.2633,65.9754,1.7701,2.3733,5.7485,48.5003,23.1461,28.2216,63.3853,9.7961,2592.968,1499.3757,2.5971,0.0137,3.4738,0.0701,0.108,0.1247,14106.667,2106.6667,4599.1699,66.4984,0.1375,440818.9063,120.176,109.952
8767,4583.5,68.2432,45.8727,20.523,67.613,1.8353,2.4204,5.8221,23.6964,25.224,31.8724,60.4647,9.7981,2592.7063,1499.1965,2.5759,0.0191,3.5447,0.0833,0.1088,0.1182,14160.0,1900.0,4563.8232,66.0998,0.1346,440785.6563,120.9051,111.5805
8768,4584.0,70.3076,47.2233,20.9346,69.9369,1.9006,2.5288,5.9389,8.9253,27.3901,33.0226,59.8613,9.6842,2592.4495,1499.0222,2.5274,0.027,3.5334,0.1134,0.1109,0.1023,12300.0,1833.3334,4352.6396,66.5021,0.1376,440752.5938,122.6826,114.3247
8769,4584.5,71.9466,48.1106,21.2552,71.949,1.9405,2.654,6.0298,6.33,23.735,32.3795,58.6753,10.0167,2592.1855,1498.8407,2.4955,0.0235,3.4166,0.1332,0.1214,0.1058,11973.333,1853.3334,4373.6309,67.6193,0.1457,440719.3438,125.1615,122.3353
8770,4585.0,70.0686,46.8323,20.5558,70.1382,1.8969,2.5947,5.8314,6.7545,20.9258,27.0703,62.6504,10.0701,2591.9111,1498.6487,2.4884,0.0134,3.3599,0.1376,0.1479,0.1478,12180.0,1540.0,4414.3564,68.8004,0.1543,440685.5313,125.2518,124.5726
8774,4587.0,65.7902,44.3148,19.7113,66.7379,1.7797,2.4964,5.5919,4.1681,11.842,16.193,70.772,9.8522,2590.8115,1497.8789,2.6011,0.0319,3.6162,0.0676,0.132,0.1672,12480.0,1386.6666,4360.1377,70.3017,0.1652,440563.9688,126.1238,124.5726
8777,4588.5,56.5658,38.3204,16.1051,58.7441,1.5939,2.2738,4.5688,3.2239,8.3202,12.7166,71.4485,9.8237,2590.0203,1497.335,2.6014,0.0698,3.6527,0.0674,0.136,0.1744,11925.0,1430.0,4362.3901,71.956,0.1773,440528.8125,128.3456,132.7039
8778,4589.0,40.8187,27.8991,11.6609,42.6732,1.1642,1.6448,3.308,4.9982,10.4901,20.6122,66.5463,9.8199,2589.7571,1497.1543,2.6157,0.0822,3.6668,0.0586,0.1111,0.1366,11800.0,1040.0,4239.7422,70.941,0.1699,440421.5313,128.9094,128.5929
8779,4589.5,25.0121,17.324,7.1611,26.3735,0.7276,1.0075,2.0315,11.6251,14.8614,30.1565,57.2224,9.6922,2589.4939,1496.9738,2.7101,0.0822,3.9551,-0.0001,0.0081,0.006,12040.0,5540.0,4464.5522,68.2686,0.1504,440386.0625,124.3443,122.6567
8780,4590.0,12.3508,8.5468,3.4258,13.1256,0.3652,0.5098,0.9719,87.8236,29.6883,66.9821,38.5155,8.9551,2589.249,1496.8115,2.8737,0.0606,4.4907,-0.1017,0.0,-0.0126,20080.0,8653.333,4574.0332,63.2018,0.1136,440351.9375,119.0703,118.1854
8781,4590.5,10.1495,6.9803,2.6081,10.7839,0.3094,0.4235,0.7399,444.5215,788.3979,1177.7678,16.9249,8.7595,2589.0398,1496.6847,2.9677,0.0385,4.8908,-0.1601,0.0,-0.0116,19725.0,9545.0,4422.0557,54.6814,0.0515,440320.3438,111.5904,112.0797
8782,4591.0,9.5994,6.4133,2.2267,10.1513,0.2942,0.4162,0.6317,459.4931,40000.0,40000.0,6.248,8.8498,2588.8286,1496.5562,2.9496,0.0315,5.0105,-0.1488,0.0,-0.0115,19166.666,9793.333,4313.1694,52.0036,0.032,440293.0,103.107,104.0102
8783,4591.5,8.3772,5.4481,1.7497,8.8125,0.2582,0.3746,0.4964,33.9586,40000.0,40000.0,4.3847,8.9377,2588.6118,1496.4219,2.8984,0.0268,5.074,-0.117,0.0,-0.0107,19033.334,9940.0,4380.6245,51.1251,0.0257,440267.0,98.9278,99.7912
8784,4592.0,6.8597,4.3541,1.3629,7.2763,0.2084,0.3253,0.3866,30.6908,40000.0,40000.0,4.4882,8.7463,2588.3936,1496.2861,2.9041,0.0263,5.1262,-0.1206,0.0,-0.0004,19686.666,7326.6665,4321.2495,50.8864,0.0239,440228.6563,96.3843,97.2665
8785,4592.5,5.8638,3.6555,1.1235,6.3213,0.1762,0.2968,0.3187,45.4883,40000.0,40000.0,4.0408,8.6765,2588.1865,1496.1615,2.9309,0.0247,5.0537,-0.1372,0.0,-0.0028,18340.0,8700.0,4313.9434,50.626,0.022,440203.2188,95.1007,95.8896
8786,4593.0,5.6193,3.4818,1.1235,6.1812,0.1647,0.3005,0.3187,326.9914,40000.0,40000.0,4.0334,8.6716,2587.9812,1496.0387,2.9326,0.0181,4.9396,-0.1382,0.0,-0.0043,19726.666,8460.0,4391.584,49.9901,0.0174,440177.9063,94.7449,95.1795
8787,4593.5,5.8178,3.5938,1.2587,6.4376,0.1642,0.3166,0.3571,546.1421,40000.0,40000.0,5.2017,8.5151,2587.7769,1495.9169,2.929,0.0137,4.8802,-0.136,0.0,-0.0016,20410.0,8626.667,4379.75,49.2864,0.0123,440152.9063,94.5738,94.4103
8788,4594.0,6.292,3.9502,1.4645,6.9239,0.1758,0.3311,0.4155,694.8593,40000.0,40000.0,5.7784,7.2832,2587.5957,1495.8181,2.9237,0.0082,4.8959,-0.1327,0.0,0.0012,20406.666,8960.0,4282.3955,48.9972,0.0102,440128.25,94.1182,93.3914
8789,4594.5,6.5013,4.0826,1.5637,7.1164,0.1787,0.3378,0.4436,604.6426,40000.0,40000.0,5.6343,6.9456,2587.4556,1495.7604,2.9103,0.0027,4.9572,-0.1244,0.0,-0.0009,20473.334,10570.0,4222.4941,49.0768,0.0107,440103.75,93.4865,92.7954
