,DEPT,GRTO,GRKT,GRTH,GKUT,POTA,URAN,THOR,MSFL,LLS,LLD,GR,CALI,BHVT,AHVT,RHOB,DRHO,PE,DPHI,XPHI,NPHI,NDSN,FDSN,TENS,MDT,SPHI,ITTT,DXDT,DYDT
12345,6372.5,75.1803,55.1436,23.009,77.1127,2.3022,2.4459,6.5274,18.8952,26.2963,81.4725,82.1233,9.0517,1814.3792,1016.0459,2.5416,0.0104,2.7827,0.1046,0.1572,0.1883,16026.667,1665.0,4812.8286,73.6185,0.1894,331691.9063,128.1366,128.7448
12346,6373.0,92.8896,68.1259,28.3522,95.3708,2.8485,3.0333,8.0432,24.2361,25.6514,86.0463,90.6886,9.0381,1814.156,1015.9052,2.5242,0.0067,2.9135,0.1154,0.1736,0.2108,15106.667,1720.0,4807.4727,75.1792,0.2007,331636.6875,128.6925,128.379
12347,6373.5,109.0965,79.4871,33.1276,112.141,3.3208,3.6355,9.3979,26.7247,28.6883,96.5996,104.9095,9.0215,1813.9336,1015.7652,2.4949,-0.0004,3.0391,0.1336,0.1968,0.241,15020.0,1280.0,4821.9067,77.6696,0.2188,331599.0938,130.4815,129.8323
12348,6374.0,118.285,85.0732,35.4478,121.7067,3.5546,4.0786,10.0561,27.1336,30.0108,97.0472,118.5278,8.9958,1813.7122,1015.6262,2.4779,-0.0041,3.0885,0.1442,0.2069,0.2523,14026.667,1180.0,4830.1992,79.1478,0.2296,331560.25,132.3943,132.2829
12349,6374.5,118.79,84.4981,34.939,122.387,3.5463,4.2183,9.9118,28.9687,28.5832,91.2971,119.472,8.9754,1813.4916,1015.4882,2.4818,-0.0041,3.0539,0.1417,0.2055,0.2515,14460.0,1300.0,4844.0176,79.7866,0.2343,331520.6875,134.1516,134.5202
12350,6375.0,117.613,82.4453,33.4898,121.2005,3.4953,4.3148,9.5007,26.3727,32.3261,95.0701,118.3467,8.9842,1813.2717,1015.3508,2.4878,-0.004,3.0043,0.138,0.2056,0.2547,15133.333,1340.0,4772.5176,80.3048,0.238,331480.7813,136.5599,136.8012
12351,6375.5,114.9764,79.5855,31.7761,118.5577,3.4063,4.3389,9.0145,28.0455,33.1663,42.028,117.9422,8.9835,1813.0514,1015.2131,2.4892,-0.0022,3.0073,0.1371,0.2068,0.2578,14520.0,1435.0,4814.5664,81.0974,0.2438,331440.625,139.9641,140.0339
12352,6376.0,113.4066,77.7842,30.4901,117.0553,3.3624,4.3722,8.6497,28.4129,6.1175,8.0128,116.053,8.9847,1812.8313,1015.0754,2.4852,0.0025,3.0104,0.1396,0.2073,0.2566,14385.0,1426.6666,4817.2339,82.0518,0.2507,331400.0625,143.4344,143.5061
12353,6376.5,104.1138,70.8391,27.3954,107.606,3.084,4.0934,7.7718,9.7771,2.122,3.2017,112.0159,9.0067,1812.6107,1014.9373,2.4622,0.0053,2.9706,0.1539,0.2108,0.252,14806.667,1240.0,4823.1284,82.9241,0.2571,331359.0313,146.3311,146.2669
12354,6377.0,86.7459,58.679,22.2315,89.7202,2.5816,3.4559,6.3068,2.7333,1.3418,2.0844,92.8617,8.9885,1812.3899,1014.7991,2.415,0.0056,2.8037,0.1832,0.2237,0.252,14290.0,1286.6666,4801.8135,83.5448,0.2616,331317.5625,149.2066,148.9837
12355,6377.5,66.5132,44.8832,16.4292,68.7514,2.0083,2.6573,4.6608,0.7487,1.1317,1.8077,64.4427,8.96,1812.17,1014.6616,2.341,0.0065,2.3894,0.2292,0.2446,0.2496,13546.667,1140.0,4818.4214,83.5448,0.2616,331317.5625,149.2066,148.9837
12356,6378.0,52.9217,35.7788,12.7154,54.8195,1.6232,2.1199,3.6072,1.8887,1.1134,1.636,47.2405,8.947,1811.9515,1014.5256,2.2791,0.0092,1.9611,0.2676,0.2641,0.2477,13713.333,1253.3334,4854.6313,83.87,0.264,331234.0313,152.1369,151.9181
12357,6378.5,45.8235,30.9213,10.4082,47.6038,1.4368,1.8573,2.9527,1.8966,1.0718,1.4717,43.6226,8.9236,1811.7336,1014.3902,2.2834,0.0148,1.8871,0.265,0.254,0.2295,14460.0,1420.0,4866.2979,83.9159,0.2643,331192.0938,154.3384,154.0775
12358,6379.0,43.9823,29.7796,9.4889,45.746,1.4151,1.7776,2.6919,1.0178,1.142,1.4675,43.4473,8.96,1811.5165,1014.2554,2.3032,0.0153,2.0714,0.2527,0.2528,0.2411,14220.0,1360.0,4849.0156,83.8262,0.2637,331150.125,154.968,154.7907
12359,6379.5,43.1199,29.3285,8.6937,44.8727,1.4318,1.7306,2.4663,0.589,1.121,1.399,41.7142,8.9199,1811.2983,1014.1199,2.2726,0.0099,2.1377,0.2717,0.26,0.2343,13713.333,1330.0,4784.6548,83.5097,0.2614,331108.2188,153.6922,153.8808
12360,6380.0,40.624,27.906,7.6676,42.0589,1.3977,1.5757,2.1752,0.7632,1.1588,1.4126,39.9396,8.924,1811.0809,1013.985,2.2331,0.0045,2.0366,0.2962,0.2818,0.2507,13286.667,1120.0,4796.8262,82.6489,0.2551,331066.4688,151.2621,151.8721
12361,6380.5,38.4562,27.1802,7.0354,39.7652,1.3867,1.4011,1.9959,1.6307,1.7812,2.2022,38.7677,8.9219,1810.8636,1013.8503,2.2456,0.0011,1.9823,0.2885,0.2619,0.2176,13333.333,1425.0,4832.9233,80.6812,0.2408,331025.1563,148.5361,149.1907
12362,6381.0,35.6839,25.7618,6.1645,36.8927,1.3438,1.2392,1.7488,3.1972,3.5946,4.7415,37.7495,8.9269,1810.6467,1013.7159,2.3146,0.0044,2.0687,0.2456,0.2231,0.1889,14266.667,1526.6666,4807.8755,80.6812,0.2408,331025.1563,148.5361,149.1907
12363,6381.5,33.6519,24.8638,5.3516,34.9281,1.3319,1.1205,1.5182,4.6685,7.1466,9.0027,34.9191,8.9026,1810.4294,1013.5811,2.4109,0.0118,2.2999,0.1858,0.1717,0.1508,16240.0,2166.6667,4778.0762,73.4764,0.1883,330964.6563,121.581,124.403
12364,6382.0,32.9469,24.6682,4.6682,34.3041,1.359,1.0728,1.3243,4.5015,8.8993,10.2552,31.7241,8.9021,1810.2131,1013.4473,2.4865,0.0113,2.6003,0.1388,0.1257,0.1089,18346.666,2820.0,4755.147,68.9073,0.1551,330927.9063,119.2863,121.0106
12365,6382.5,34.4181,25.9316,4.279,35.8211,1.4653,1.101,1.2139,2.7888,4.1871,5.631,32.7962,8.8818,1809.9974,1013.314,2.5129,0.0015,2.7836,0.1224,0.1171,0.1065,18520.0,2713.3333,4798.6865,68.4736,0.1519,330893.4375,118.9827,119.9693
12366,6383.0,37.101,27.8187,4.0781,38.6105,1.602,1.2015,1.1569,1.3511,1.9808,3.0149,37.3103,8.874,1809.7825,1013.1815,2.4871,-0.006,2.7352,0.1385,0.1417,0.1365,17280.0,2345.0,4772.417,69.6412,0.1604,330859.1875,120.9594,121.3106
12367,6383.5,39.8276,29.5491,3.9864,41.3534,1.7218,1.3142,1.1309,0.7642,1.3496,2.1885,40.6006,8.866,1809.5677,1013.0493,2.4099,-0.0037,2.4893,0.1864,0.1747,0.1557,15693.333,2026.6666,4846.9321,73.4316,0.188,330824.375,126.1678,126.5346
12368,6384.0,41.5767,30.7529,3.9703,43.199,1.8024,1.3857,1.1263,0.7605,1.1417,1.9491,41.1552,8.8694,1809.3533,1012.9174,2.3322,0.0016,2.1773,0.2346,0.217,0.1886,14940.0,1573.3334,4813.8608,79.1031,0.2293,330787.6563,132.7623,133.7264
12369,6384.5,41.9405,31.1005,4.0805,43.3534,1.819,1.3642,1.1576,0.8333,1.1891,2.1961,40.926,8.8739,1809.1387,1012.7853,2.291,-0.0017,1.9431,0.2603,0.2418,0.2098,14125.0,1506.6666,4801.2979,80.465,0.2392,330748.0938,136.3801,137.1
12370,6385.0,40.6214,30.1888,4.16,41.7704,1.754,1.2894,1.1801,0.9502,1.362,2.6709,41.3356,8.8765,1808.9238,1012.653,2.2781,-0.0075,1.87,0.2683,0.2425,0.2019,14473.333,1386.6666,4787.4795,80.465,0.2392,330748.0938,136.3801,137.1
12371,6385.5,39.695,29.8493,4.6198,40.5183,1.7046,1.1878,1.3106,0.995,1.5226,3.2608,40.6627,8.8775,1808.709,1012.5207,2.2985,-0.0045,1.9453,0.2556,0.2308,0.1929,14646.667,1566.6666,4780.7773,80.3359,0.2383,330667.625,137.8537,137.9531
12372,6386.0,41.2102,31.3291,5.4227,41.945,1.7555,1.1819,1.5383,1.5689,1.8203,3.5717,41.3703,8.8832,1808.494,1012.3881,2.3211,0.0012,2.0664,0.2415,0.222,0.1909,15733.333,1700.0,4821.0884,79.4219,0.2316,330627.4688,138.0264,137.4091
12373,6386.5,44.5608,34.2446,6.5968,45.4623,1.8797,1.2489,1.8714,1.5915,1.6339,3.1495,45.9073,8.8875,1808.2788,1012.2554,2.3282,0.0064,2.1608,0.2372,0.225,0.2017,14893.333,1666.6666,4784.3638,78.3128,0.2235,330587.75,137.5788,136.8575
12374,6387.0,47.2491,36.6986,7.6678,48.1974,1.9794,1.2802,2.1753,1.393,1.5421,2.8604,50.3792,8.9019,1808.0631,1012.1222,2.3386,0.0119,2.1615,0.2307,0.2236,0.2057,15145.0,1520.0,4816.7959,77.3745,0.2167,330548.5938,137.224,137.1614
12375,6387.5,47.1718,37.0962,8.5296,47.9853,1.9553,1.2123,2.4197,0.8439,1.5659,2.7683,48.4376,8.8959,1807.847,1011.9885,2.3407,0.0199,2.048,0.2293,0.2244,0.2086,14906.667,1615.0,4796.4453,77.0053,0.214,330509.9063,137.1736,138.008
12376,6388.0,44.7026,35.3017,8.4748,45.1178,1.8398,1.0929,2.4042,0.8988,1.3902,2.7141,43.2588,8.8886,1807.6312,1011.8552,2.3334,0.032,1.9344,0.2339,0.2274,0.2098,14953.333,1613.3334,4814.062,77.1314,0.2149,330471.4063,136.8819,138.3254
12377,6388.5,44.0522,34.8137,8.6553,44.1444,1.7969,1.0388,2.4554,1.3512,1.6879,3.871,42.2569,8.9004,1807.4155,1011.7221,2.3247,0.0265,1.9087,0.2393,0.2293,0.2079,14820.0,1546.6666,4828.0029,77.0819,0.2146,330432.8438,135.4715,137.3387
12378,6389.0,49.6203,38.9683,10.005,49.5018,1.9929,1.1727,2.8383,2.2257,2.1763,5.7953,45.6655,8.9254,1807.1989,1011.588,2.3291,0.0057,2.0435,0.2366,0.2182,0.1889,14673.333,1466.6666,4810.4536,76.2029,0.2082,330394.3125,132.8697,135.0105
12379,6389.5,55.8016,43.2019,11.5673,55.6115,2.1815,1.3816,3.2815,3.0071,3.0908,9.553,54.3535,8.9474,1806.9812,1011.4528,2.3711,-0.0011,2.2977,0.2105,0.1999,0.18,15475.0,1833.3334,4815.0034,74.7199,0.1974,330337.1563,130.1235,131.8943
12380,6390.0,61.1438,46.7936,13.4882,61.0673,2.3068,1.5891,3.8264,2.7945,5.0008,15.1432,63.2301,9.0047,1806.762,1011.316,2.426,-0.0003,2.4489,0.1764,0.1857,0.1848,16273.333,1753.3334,4800.2998,73.3958,0.1877,330299.7813,127.9929,129.0033
12381,6390.5,62.4023,47.021,14.5975,62.5644,2.2569,1.7305,4.1411,2.5176,4.4167,14.4688,66.4354,9.0173,1806.5406,1011.1771,2.452,-0.0022,2.4442,0.1603,0.1754,0.1794,15655.0,1800.0,4855.4268,72.5843,0.1818,330263.0938,126.4476,127.3057
12382,6391.0,62.6606,47.0719,15.5264,63.0772,2.2059,1.7819,4.4046,2.396,3.7984,14.0359,67.9179,9.0179,1806.319,1011.0379,2.4469,-0.0021,2.402,0.1634,0.1757,0.1773,14880.0,1746.6666,4827.4097,72.369,0.1803,330226.8125,125.3531,126.53
12383,6391.5,64.8457,48.5213,16.6263,65.6236,2.2375,1.9041,4.7167,3.1305,3.9387,17.4023,70.1124,9.0202,1806.0975,1010.8989,2.4296,-0.0006,2.3578,0.1741,0.1846,0.1846,15540.0,1680.0,4795.6494,72.5016,0.1812,330190.625,124.5608,126.1336
12384,6392.0,69.7243,52.0315,18.3855,70.9505,2.3668,2.1063,5.2157,6.9144,4.6015,23.5823,72.9318,9.0231,1805.8755,1010.7593,2.4209,-0.0001,2.3689,0.1796,0.1885,0.1872,15313.333,1633.3334,4792.7461,72.6291,0.1822,330154.375,123.9947,125.5677
12385,6392.5,77.409,58.4766,21.3838,79.0547,2.6178,2.291,6.0663,10.081,5.9638,36.0022,81.571,9.0376,1805.6534,1010.6198,2.4419,0.0027,2.5387,0.1665,0.1911,0.2034,14925.0,1586.6666,4788.1963,72.4647,0.181,330118.0625,123.4188,124.7846
12386,6393.0,81.8556,62.2892,23.5107,83.6616,2.7456,2.3795,6.6697,8.8372,10.9122,48.4487,87.8722,9.0488,1805.4305,1010.4794,2.4822,0.007,2.7287,0.1415,0.18,0.203,14646.667,1580.0,4820.6963,72.0725,0.1781,330081.8438,122.778,123.9305
12387,6393.5,83.9457,64.3214,24.8898,85.6011,2.7994,2.3691,7.0609,8.4254,12.3289,43.3655,84.7001,9.0425,1805.2073,1010.3387,2.5077,0.0033,2.7376,0.1256,0.1602,0.1787,15493.333,1746.6666,4777.4712,71.68,0.1753,330045.8125,122.2286,123.2072
12388,6394.0,83.259,64.346,25.1675,84.5657,2.7847,2.2511,7.1397,9.9689,11.3077,38.082,81.2878,9.04,1804.9844,1010.1982,2.5179,-0.0018,2.6851,0.1193,0.1527,0.1698,15940.0,1825.0,4788.2632,71.2516,0.1721,330009.9688,122.0611,122.757
12389,6394.5,83.6769,65.1694,25.9623,84.7955,2.7927,2.185,7.3652,9.5062,11.1863,33.5956,83.9149,9.0435,1804.7614,1010.0576,2.5256,-0.0029,2.7115,0.1145,0.1496,0.1676,15586.667,1740.0,4794.5396,70.8747,0.1694,329974.3438,122.3428,122.6981
12390,6395.0,81.9603,64.3164,26.1607,83.3731,2.7247,2.1217,7.4215,6.7025,10.4166,28.0127,84.6765,9.0473,1804.5383,1009.9172,2.5288,-0.0082,2.7337,0.1126,0.1482,0.1665,15600.0,1625.0,4805.3877,70.7455,0.1685,329938.9063,122.6764,122.9442
12391,6395.5,79.0399,62.5889,26.3112,80.8536,2.6016,2.0335,7.4642,4.6409,7.5807,18.6976,78.9091,9.0326,1804.3152,1009.7765,2.5279,-0.0129,2.6929,0.1131,0.1482,0.1662,14773.333,1460.0,4840.9927,70.8936,0.1695,329903.5313,122.9304,123.2421
12392,6396.0,73.9099,58.6156,25.4225,76.0041,2.3907,1.9359,7.212,3.6438,6.0565,14.7188,72.517,9.0293,1804.0931,1009.6368,2.5243,-0.0121,2.6023,0.1153,0.1484,0.165,15606.667,1730.0,4827.8462,71.1314,0.1713,329868.0938,123.2426,123.6043
12393,6396.5,69.3635,54.9795,24.3691,71.2932,2.2117,1.8163,6.9132,2.9695,5.234,12.2405,66.2283,9.0121,1803.8708,1009.497,2.5039,-0.0113,2.5081,0.128,0.1582,0.1734,15693.333,1760.0,4850.9102,71.1314,0.1713,329868.0938,123.2426,123.6043
12394,6397.0,68.3881,53.869,24.1915,70.123,2.1486,1.8096,6.8628,2.6791,4.5534,10.3329,62.9121,9.0135,1803.6493,1009.358,2.4714,-0.0127,2.4917,0.1482,0.1678,0.1751,15650.0,1815.0,4765.0088,71.255,0.1722,329814.75,123.6533,124.1252
12395,6397.5,66.688,52.0695,23.4323,68.2648,2.074,1.8031,6.6475,2.6156,4.2921,9.4609,64.1432,9.0065,1803.4279,1009.219,2.4593,-0.011,2.5231,0.1557,0.1696,0.1726,15746.667,1766.6666,4793.8667,71.3573,0.1729,329779.125,123.9969,124.5212
12396,6398.0,64.4491,49.8594,22.5822,66.05,1.9775,1.8026,6.4063,2.5069,4.1762,9.1837,66.5463,9.0027,1803.2068,1009.0804,2.4695,-0.0052,2.5523,0.1494,0.1639,0.1672,15260.0,1953.3334,4837.0024,71.4996,0.1739,329743.4375,124.1849,124.4877
12397,6398.5,63.3291,49.107,22.4558,65.1791,1.9351,1.7894,6.3704,2.4152,4.0969,8.9361,65.8816,8.9817,1802.9862,1008.9423,2.4753,-0.0007,2.5648,0.1458,0.1669,0.1754,15453.333,1766.6666,4867.4297,71.604,0.1747,329707.6875,124.301,124.353
12398,6399.0,64.1148,49.9412,23.1108,66.2265,1.952,1.8131,6.5563,2.4371,3.9852,8.514,65.3174,8.9891,1802.7662,1008.8048,2.4696,0.003,2.534,0.1493,0.1732,0.1841,15220.0,1780.0,4792.1978,71.6187,0.1748,329671.875,124.4133,124.6348
12399,6399.5,64.7839,51.1751,23.7271,67.0919,1.9976,1.7721,6.7311,2.3955,3.8269,7.9139,65.8513,8.9881,1802.5459,1008.6671,2.471,0.0075,2.5068,0.1485,0.1779,0.1935,15033.333,1666.6666,4749.6563,71.5887,0.1746,329636.0625,124.5598,125.2555
12400,6400.0,63.9648,50.8404,23.289,66.488,2.0011,1.7421,6.6068,2.2559,3.7103,7.6727,65.696,8.9843,1802.3257,1008.5292,2.4778,0.0104,2.535,0.1442,0.1698,0.182,15860.0,1753.3334,4815.0371,71.5913,0.1746,329600.2813,124.8143,125.6683
12401,6400.5,62.5841,50.1521,22.643,65.381,1.9933,1.6955,6.4235,2.1723,3.6431,7.5236,64.3466,8.9841,1802.1053,1008.3915,2.4682,0.0114,2.584,0.1502,0.1697,0.1771,15133.333,1800.0,4848.3887,71.6215,0.1748,329564.5,125.1488,125.8127
12402,6401.0,59.3608,48.2014,21.2592,61.9669,1.9452,1.5326,6.031,2.2235,3.5706,7.3627,64.6941,8.9817,1801.8853,1008.254,2.4537,0.0112,2.5915,0.1592,0.1732,0.1762,15546.667,1826.6666,4844.7246,71.608,0.1747,329528.6875,125.3837,125.8374
12403,6401.5,59.7639,48.777,21.1865,62.2495,1.9876,1.4999,6.0104,2.2892,3.6586,7.5992,65.3743,8.9706,1801.6655,1008.1167,2.4553,0.0089,2.551,0.1582,0.1763,0.1826,15126.667,1710.0,4802.7544,71.508,0.174,329492.875,125.296,125.7134
12404,6402.0,60.3505,49.5093,21.2677,62.5249,2.0313,1.4491,6.0334,2.3609,3.6886,7.7125,65.3854,8.9647,1801.4462,1007.9799,2.4612,0.0076,2.48,0.1545,0.1749,0.1831,15266.667,1626.6666,4792.063,71.3686,0.173,329457.125,124.9566,125.4877
12405,6402.5,61.9086,50.1312,21.1523,63.9162,2.0792,1.5347,6.0007,2.333,3.6366,7.6687,66.7496,8.9612,1801.2272,1007.8434,2.466,0.0087,2.4129,0.1515,0.1644,0.1664,14660.0,1813.3334,4824.7197,71.2637,0.1722,329421.4375,124.6866,125.3102
12406,6403.0,64.0607,51.3203,21.582,66.0906,2.1327,1.6444,6.1226,2.2648,3.5544,7.5197,65.33,8.9603,1801.0082,1007.7068,2.4728,0.0095,2.3951,0.1473,0.1691,0.1782,15786.667,1793.3334,4804.4575,71.2286,0.172,329385.8125,124.5729,125.2843
12407,6403.5,65.2449,52.3796,21.6269,67.1147,2.2002,1.6405,6.1353,2.2275,3.4241,7.2722,62.4537,8.9584,1800.7892,1007.5703,2.4704,0.0102,2.4108,0.1488,0.1673,0.1737,15866.667,1715.0,4827.0059,71.2471,0.1721,329350.1875,124.5359,125.0952
12408,6404.0,63.7187,51.3277,21.0045,65.6169,2.167,1.5909,5.9587,2.2765,3.3571,7.2196,61.0377,8.9569,1800.5704,1007.4341,2.4569,0.0105,2.4415,0.1572,0.1767,0.1843,16213.333,1693.3334,4781.8872,71.2806,0.1723,329314.5625,124.4876,124.7002
12409,6404.5,62.6096,50.9286,20.5606,64.4946,2.1666,1.5104,5.8328,2.3567,3.3848,7.2162,60.0322,8.9598,1800.3516,1007.2977,2.4531,0.009,2.5045,0.1596,0.1777,0.1842,16360.0,1905.0,4827.4766,71.2827,0.1724,329278.9375,124.4816,124.4618
12410,6405.0,61.8453,50.4532,19.8407,63.6277,2.1772,1.4668,5.6286,2.3173,3.3707,7.3196,59.4776,8.9589,1800.1327,1007.1614,2.4644,0.0095,2.5532,0.1526,0.1724,0.1801,15546.667,1895.0,4849.3408,71.1892,0.1717,329243.2813,124.3942,124.4838
12411,6405.5,61.6219,50.008,18.9243,63.2309,2.2014,1.4722,5.3686,2.3232,3.5069,7.8347,60.685,8.9648,1799.9138,1007.025,2.4706,0.0116,2.5397,0.1487,0.1702,0.1791,15360.0,1706.6666,4857.3433,70.9961,0.1703,329207.6875,123.9865,124.4159
12412,6406.0,62.4893,50.5864,18.1117,63.9276,2.2872,1.4853,5.1381,2.4943,3.7085,8.4213,63.7536,8.9726,1799.6948,1006.8885,2.4743,0.013,2.527,0.1464,0.1679,0.1767,15120.0,1873.3334,4844.9478,70.7209,0.1683,329172.1875,123.5125,124.0369
12413,6406.5,60.974,49.4414,16.8164,62.4323,2.2872,1.4463,4.7706,2.7077,3.8777,8.8682,66.3319,8.954,1799.4757,1006.7518,2.4846,0.0151,2.5988,0.14,0.1606,0.1686,15875.0,1900.0,4797.2964,70.4362,0.1662,329136.8125,123.3428,123.6067
12414,6407.0,60.6147,49.2084,16.1428,62.188,2.3112,1.4451,4.5795,2.7874,4.0637,9.1105,64.5861,8.9508,1799.257,1006.6156,2.4885,0.0166,2.6745,0.1376,0.1588,0.1673,15753.333,1910.0,4842.3145,70.3158,0.1653,329101.5938,123.4776,123.3768
12415,6407.5,58.7192,47.9829,15.4786,60.4063,2.269,1.3831,4.3911,2.2952,3.3443,6.5856,60.4144,8.9398,1799.0386,1006.4797,2.4832,0.0153,2.6436,0.1409,0.1623,0.1709,16300.0,1893.3334,4817.0313,70.4541,0.1663,329066.4375,123.629,123.4856
12416,6408.0,57.2318,47.0849,15.0091,58.7079,2.2371,1.294,4.2579,1.5446,2.4352,5.2543,58.8876,8.9183,1798.8207,1006.3442,2.477,0.0157,2.5579,0.1447,0.1655,0.1738,16273.333,1773.3334,4858.4189,70.8246,0.169,329031.2188,123.7855,123.9458
12417,6408.5,56.108,46.0715,14.4,57.362,2.2057,1.257,4.0851,1.4212,2.4589,5.4449,56.4313,8.9415,1798.6035,1006.2095,2.4522,0.0178,2.4116,0.1601,0.17,0.1696,16150.0,1906.6666,4821.5708,71.3634,0.173,328978.0938,124.2557,124.7833
12418,6409.0,53.9506,44.304,13.7777,55.0495,2.1251,1.1963,3.9086,2.0261,2.3761,5.1164,55.2526,8.9386,1798.3857,1006.0742,2.4227,0.0139,2.2858,0.1785,0.1852,0.182,15406.667,1653.3334,4825.6729,72.0202,0.1777,328942.4063,125.0397,125.7493
12419,6409.5,52.5807,43.1133,13.2788,53.5519,2.0755,1.1622,3.767,2.0778,2.3581,4.8892,56.4423,8.9336,1798.1683,1005.9392,2.4292,0.0093,2.3207,0.1744,0.1835,0.1824,15700.0,1646.6666,4836.4419,72.7354,0.1829,328906.4063,125.7988,126.6529
12420,6410.0,50.5842,41.4638,12.8619,51.4243,1.9908,1.1089,3.6488,1.4018,2.3056,4.6044,54.3831,8.9192,1797.9508,1005.8041,2.4308,0.0076,2.3587,0.1734,0.1814,0.1794,15486.667,1845.0,4853.6899,73.2327,0.1866,328870.0313,126.5617,127.3637
12421,6410.5,48.5596,39.7704,12.1721,49.2253,1.9191,1.0527,3.4531,1.188,1.9254,3.9823,49.625,8.912,1797.7338,1005.6697,2.3955,0.0054,2.2856,0.1953,0.1951,0.1853,15285.0,1695.0,4881.729,73.4873,0.1884,328833.4063,127.5225,127.9562
12422,6411.0,49.0086,39.6725,11.7042,49.3567,1.94,1.0782,3.3203,1.2128,1.895,3.8625,47.5288,8.9298,1797.5168,1005.5352,2.3631,0.0051,2.216,0.2154,0.2094,0.1934,15040.0,1500.0,4826.1543,73.6176,0.1894,328796.6563,128.4566,128.5822
12423,6411.5,49.5429,39.4557,11.3711,49.7671,1.9452,1.148,3.2258,1.367,2.0006,4.1139,48.5677,8.927,1797.2996,1005.4004,2.3604,0.0077,2.1959,0.2172,0.2093,0.1916,15073.333,1670.0,4821.9517,73.5386,0.1888,328759.8438,128.94,128.9949
12424,6412.0,49.7669,39.2842,11.1108,49.8101,1.9491,1.1719,3.152,1.5144,2.2547,4.6396,50.76,8.9232,1797.0822,1005.2654,2.38,0.0108,2.1535,0.205,0.2041,0.1934,14660.0,1620.0,4825.7612,73.0852,0.1855,328723.0625,128.7111,128.8824
12425,6412.5,48.7627,38.8821,11.3935,48.7774,1.9059,1.1017,3.2322,1.5941,2.3389,4.9879,50.9449,8.9106,1796.8651,1005.1309,2.3888,0.0097,2.0737,0.1995,0.1965,0.1842,15265.0,1553.3334,4840.0952,72.3785,0.1803,328686.5313,128.0553,128.4545
12426,6413.0,47.4443,38.7361,11.7742,47.4875,1.874,0.9743,3.3402,1.57,2.3222,5.1519,49.4809,8.8748,1796.6489,1004.9972,2.3789,0.0061,2.0293,0.2056,0.1997,0.1843,15173.333,1660.0,4867.8662,71.8176,0.1763,328650.3438,127.3228,128.1316
12427,6413.5,47.2665,39.0839,12.2405,47.381,1.8697,0.9237,3.4725,1.8285,2.4183,5.3547,51.4366,8.8599,1796.434,1004.8647,2.3849,0.0052,2.0448,0.202,0.2037,0.1955,14815.0,1673.3334,4820.4829,71.6671,0.1752,328614.4375,126.7138,128.0391
12428,6414.0,46.8341,39.0184,12.5545,47.045,1.847,0.8936,3.5616,1.958,2.2784,5.2247,53.4086,8.8496,1796.2202,1004.7335,2.4082,0.0067,2.0791,0.1875,0.1947,0.1917,15626.667,1725.0,4835.9492,71.6708,0.1752,328578.5938,126.3869,128.0983
12429,6414.5,47.8891,39.4857,12.8892,48.0767,1.8583,0.9565,3.6565,1.747,2.2646,5.1088,49.6428,8.8127,1796.0068,1004.6026,2.421,0.0068,2.1259,0.1795,0.1894,0.189,15455.0,1586.6666,4805.7017,71.5163,0.1741,328542.75,126.366,128.1434
12430,6415.0,49.0654,40.032,13.3,49.2283,1.8704,1.0239,3.7731,1.7117,2.347,5.5151,46.6578,8.7991,1795.795,1004.4734,2.4147,0.0083,2.1682,0.1834,0.1889,0.1845,15030.0,1720.0,4849.1177,71.2829,0.1724,328507.0,126.4968,128.0652
12431,6415.5,49.7624,40.2825,13.5961,49.6997,1.8697,1.0484,3.857,1.6257,2.2738,5.2637,46.5203,8.8113,1795.5839,1004.3448,2.403,0.0186,2.1607,0.1907,0.1937,0.1871,15460.0,1726.6666,4818.4658,71.2952,0.1725,328471.3438,126.4384,127.9241
12432,6416.0,51.9662,41.7494,14.3507,51.815,1.9226,1.1206,4.0711,1.6498,2.3379,5.777,47.9621,8.7442,1795.3728,1004.2161,2.3985,0.0313,2.1138,0.1935,0.1908,0.1791,15320.0,1635.0,4815.395,71.504,0.174,328435.6875,126.1412,127.7673
12433,6416.5,51.6935,41.4357,14.371,51.3211,1.9006,1.1006,4.0769,1.6342,2.3954,6.2653,48.2165,8.7338,1795.1644,1004.0903,2.3939,0.0314,2.0838,0.1963,0.1875,0.1702,15353.333,1746.6666,4877.5156,71.5606,0.1744,328399.9375,125.7827,127.5252
12434,6417.0,51.9621,41.1645,14.3586,51.6527,1.8834,1.1677,4.0734,1.8435,2.5112,6.483,46.8301,8.7487,1794.9563,1003.9647,2.3894,0.0207,2.0856,0.1991,0.1902,0.1727,15040.0,1620.0,4865.7036,71.4474,0.1736,328364.1563,125.482,127.1926
12435,6417.5,51.5075,40.3819,14.1081,51.3555,1.8463,1.2217,4.0023,1.9292,2.4476,6.2681,48.32,8.7547,1794.7473,1003.8383,2.3933,0.0146,2.1158,0.1967,0.1915,0.1773,15200.0,1753.3334,4860.2568,71.4108,0.1733,328328.4375,125.2519,126.8845
12436,6418.0,51.3515,39.7607,13.7277,51.3631,1.8275,1.2917,3.8944,1.8265,2.4773,6.2335,50.2425,8.757,1794.5382,1003.7118,2.4019,0.0154,2.211,0.1914,0.1901,0.1797,15585.0,1840.0,4802.7764,71.5247,0.1741,328292.7188,125.1545,126.8792
