,DEPT,GRUR,GRTH,GAMMAKT,POTA,URAN,THOR,LLS,LLD,NPHI,GR,MSFL,CALI,BHVT,AHVT,RHOB,DRHO,PE,DPE,QN,QF,DPHI,TENS,MNDT,DXDT,DYDT,SPHI,ITTT,XPHI
8868,4623.5,20.4456,1.3336,8.37,0.5029,2.2763,0.3784,20.9561,865.0317,0.2029,29.2258,1.6178,8.1714,2400.9417,1361.3146,2.3702,-0.3386,4.2841,-2.0721,-0.3235,-0.8765,0.1987,3855.5386,61.5334,111.1338,105.6905,0.0985,413009.5625,0.2056
8869,4624.0,24.4452,0.2836,8.1056,0.5591,2.7216,0.0805,20.2235,1603.1329,0.2349,35.0919,0.1,8.5894,2400.7532,1361.2087,2.2491,-0.0479,4.4061,-0.4581,0.0172,-0.5904,0.2695,3839.0386,63.2044,116.1236,147.4094,0.1104,412963.4063,0.2592
8870,4624.5,22.4876,3.2762,13.4347,0.7261,2.5036,0.9297,18.9022,604.1937,0.3212,36.6656,0.1,9.1141,2400.5474,1361.0854,1.8408,0.0345,3.9125,0.0807,0.2216,0.3474,0.5083,3849.1646,63.2044,116.1236,147.4094,0.1104,412963.4063,0.4599
8871,4625.0,23.8812,6.9636,16.5985,0.6887,2.6588,1.9761,19.1604,405.3753,0.3661,39.6788,0.1,10.136,2400.3137,1360.9342,1.5706,0.0514,3.4914,0.1958,0.0572,1.2791,0.6663,3865.592,64.9293,120.2273,146.9609,0.1226,412916.0,0.6116
8872,4625.5,14.8854,13.5108,27.9707,1.0335,1.6572,3.8339,19.7652,350.5297,0.3054,44.4075,0.1,9.6669,2400.0366,1360.7395,1.7223,0.0861,3.7021,0.4449,-0.1909,1.211,0.5776,3876.3035,64.9293,120.2273,146.9609,0.1226,412883.5313,0.5159
8873,4626.0,13.0074,15.0881,35.0472,1.4266,1.4482,4.2815,21.4314,396.4257,0.2673,48.2933,0.4154,9.6517,2399.7817,1360.5671,2.0585,0.1063,4.027,0.5763,-0.3767,0.6023,0.381,3857.8293,65.3595,123.5332,142.8833,0.1256,412834.8438,0.3442
8874,4626.5,14.2182,14.4782,40.2341,1.8409,1.583,4.1085,23.83,592.2934,0.2026,52.4551,1.4654,9.3993,2399.5315,1360.3993,2.3204,0.1062,4.2405,0.5609,-0.5087,0.3743,0.2278,3811.7178,65.3595,123.5332,142.8833,0.1256,412834.8438,0.2205
8875,4627.0,20.3576,12.2944,40.5838,2.022,2.2665,3.4888,26.1207,760.0731,0.1506,58.929,1.7396,9.3197,2399.2917,1360.2418,2.4677,0.0796,4.2159,0.3947,-0.3308,0.5253,0.1417,3819.8577,64.9717,127.1856,115.5669,0.1229,412785.8125,0.1509
8876,4627.5,20.2453,12.9695,45.9024,2.3539,2.254,3.6803,30.9269,974.974,0.1436,65.1717,2.0228,9.2997,2399.0559,1360.0884,2.5026,0.047,3.9564,0.1658,0.0515,-0.0375,0.1213,3820.6501,64.5704,105.7405,116.9934,0.12,412737.0938,0.1381
8877,4628.0,20.7897,11.8919,47.5842,2.5511,2.3146,3.3745,36.7172,1196.6926,0.15,67.0512,3.4501,9.2809,2398.8201,1359.9351,2.5101,0.0409,3.7717,0.0571,0.0874,-0.6733,0.1169,3845.936,64.5704,105.7405,116.9934,0.12,412737.0938,0.1399
8878,4628.5,17.4335,13.0981,51.1039,2.7164,1.9409,3.7168,43.5118,1511.7019,0.1398,65.2836,3.3987,9.2239,2398.5852,1359.7826,2.5521,0.056,3.7747,0.0359,-0.2689,-0.5447,0.0924,3865.5801,64.5114,103.5772,119.0188,0.1196,412688.6563,0.1243
8879,4629.0,19.2883,10.9939,48.6139,2.6889,2.1474,3.1197,52.8582,2096.7598,0.121,61.0621,2.135,9.0833,2398.356,1359.6359,2.5777,0.0734,3.7816,0.0097,-0.5064,-0.4346,0.0774,3903.7588,65.0233,102.8928,121.1991,0.1232,412640.2813,0.1077
8880,4629.5,18.7329,12.0857,49.4014,2.6671,2.0856,3.4295,55.0524,2456.853,0.1153,59.5928,0.9403,9.2003,2398.1306,1359.4932,2.5396,0.0832,3.6733,0.0137,-0.2387,-0.2322,0.0996,3912.2402,65.0233,102.8928,121.1991,0.1232,412640.2813,0.1128
8881,4630.0,15.1764,17.1897,53.2758,2.5792,1.6897,4.8779,51.7322,2339.1243,0.1123,61.4723,1.7381,9.2993,2397.8977,1359.3428,2.4771,0.0759,3.5748,0.0617,0.2023,0.4133,0.1362,3862.7893,66.3853,103.4745,122.8654,0.1329,412591.5,0.1264
8882,4630.5,12.9323,20.074,55.2059,2.511,1.4398,5.6964,43.3987,1975.1962,0.1197,62.7477,3.2062,9.2673,2397.6621,1359.1897,2.4523,0.0528,3.5362,0.0723,0.1645,0.6305,0.1507,3866.043,68.1389,104.6832,123.6346,0.1453,412541.7188,0.1374
8883,4631.0,13.6031,21.2541,54.3026,2.3621,1.5145,6.0312,34.1233,1345.5552,0.1252,59.3467,4.3641,9.1548,2397.4294,1359.0396,2.4838,0.0344,3.4993,0.04,-0.2595,0.4263,0.1323,3834.1155,68.1389,104.6832,123.6346,0.1453,412541.7188,0.1322
8884,4631.5,18.5061,19.6482,48.5577,2.0663,2.0603,5.5755,26.4726,993.6877,0.1289,57.9892,3.9796,9.0298,2397.2026,1358.8954,2.5384,0.0247,3.5322,0.0151,-0.282,0.6163,0.1003,3835.6138,69.3304,107.1536,123.0723,0.1537,412490.625,0.1211
8885,4632.0,23.8033,17.0164,41.7165,1.7654,2.6501,4.8287,21.3785,785.132,0.1426,62.7403,2.783,8.9483,2396.9814,1358.7567,2.5713,0.0175,3.6924,0.0055,0.2897,0.6323,0.0811,3832.9087,69.4589,110.654,120.2401,0.1546,412438.625,0.1217
8886,4632.5,21.8281,18.7444,41.3536,1.616,2.4302,5.3191,18.9572,716.0596,0.1513,66.7678,2.3211,8.9315,2396.7632,1358.621,2.5895,0.026,3.8389,0.039,0.6961,0.0658,0.0705,3854.8555,69.4589,110.654,120.2401,0.1546,412438.625,0.1229
8887,4633.0,17.261,19.376,42.6852,1.666,1.9217,5.4983,22.0809,799.8925,0.1288,65.7535,4.5544,9.0493,2396.5449,1358.4854,2.612,0.0405,3.9196,0.0941,0.5538,-0.1289,0.0573,3864.5315,68.3239,112.8284,96.1578,0.1466,412386.5313,0.1052
8888,4633.5,12.6399,18.8285,38.8071,1.428,1.4072,5.3429,38.7053,1159.7865,0.1037,55.3042,11.4755,8.9881,2396.322,1358.345,2.6516,0.0327,4.2197,0.1033,0.243,-0.1382,0.0342,3831.2878,62.0469,109.8283,96.7262,0.1022,412335.2813,0.0824
8889,4634.0,10.9715,12.9052,26.801,0.9932,1.2215,3.6621,102.6195,2246.5867,0.0603,37.7023,6.9201,8.8771,2396.1045,1358.21,2.7102,0.0053,4.7129,0.0705,0.0961,-0.5173,-0.0001,3864.3245,62.0469,109.8283,96.7262,0.1022,412335.2813,0.0447
8890,4634.5,8.6387,7.0031,13.301,0.4501,0.9618,1.9873,273.405,6839.9487,0.0262,21.0626,0.6664,8.8719,2395.8896,1358.0775,2.7488,-0.0175,4.9508,0.0371,0.0371,-0.3803,-0.0227,3894.01,58.29,102.3369,94.8696,0.0756,412288.75,0.0157
8891,4635.0,6.9374,1.3598,3.6549,0.164,0.7724,0.3859,1221.3123,40000.0,0.0077,9.144,0.5066,8.9263,2395.6746,1357.9452,2.6753,-0.0184,4.856,0.017,-0.007,0.1709,0.0203,3919.1733,53.6106,93.178,92.6348,0.0425,412245.0313,0.0143
8892,4635.5,5.4033,0.2058,0.8455,0.0457,0.6016,0.0584,36442.7461,40000.0,0.0042,4.4228,4.4652,8.9935,2395.4541,1357.8071,2.5666,0.0091,4.7694,-0.0097,0.2194,0.3827,0.0839,3863.2881,53.6106,93.178,92.6348,0.0425,412245.0313,0.0341
8893,4636.0,3.0283,0.1911,1.2085,0.0727,0.3372,0.0542,36103.0977,40000.0,0.008,3.6248,21.5088,8.7739,2395.2363,1357.6718,2.5921,0.0248,4.893,-0.0283,0.6113,0.4278,0.0689,3816.2388,50.3528,89.6273,91.5895,0.0195,412204.8125,0.0311
8894,4636.5,2.1828,0.1321,1.8214,0.1207,0.243,0.0375,26486.2598,40000.0,0.0041,2.7522,211.2723,8.6996,2395.0278,1357.5457,2.7011,0.0054,5.0498,-0.0165,0.6543,0.3048,0.0052,3865.9084,48.9466,89.5225,91.8695,0.0095,412167.0625,0.0073
8895,4637.0,1.2045,0.1328,2.5845,0.1752,0.1341,0.0377,21945.6836,40000.0,-0.0022,2.4464,155.7139,8.6616,2394.821,1357.4215,2.8353,0.0002,5.0863,-0.0018,0.2428,-0.2518,-0.0733,3917.2241,48.9466,89.5225,91.8695,0.0095,412167.0625,0.0
8896,4637.5,0.4099,0.3461,3.6664,0.2373,0.0456,0.0982,20305.7734,40000.0,-0.0073,3.2817,131.8241,8.6325,2394.6174,1357.3004,2.9462,0.012,5.0639,-0.0012,-0.4636,-0.6474,-0.1382,3925.157,48.4837,91.2786,92.6499,0.0062,412130.3438,0.0
8897,4638.0,0.4476,0.5104,4.0689,0.2543,0.0498,0.1448,20640.1445,40000.0,-0.01,3.9157,129.8562,8.5486,2394.4153,1357.1807,2.9871,0.0195,5.0001,-0.0159,-0.9036,-0.416,-0.1621,3861.936,48.4966,93.294,93.0884,0.0063,412093.9688,0.0
8898,4638.5,2.6412,0.2008,1.529,0.0949,0.2941,0.057,23895.9297,25443.707,-0.01,4.2588,167.2156,8.5591,2394.2158,1357.0637,2.9855,0.0258,4.9567,-0.0341,-0.4895,-0.1808,-0.1611,3853.5393,48.4966,93.294,93.0884,0.0063,412093.9688,0.0
8899,4639.0,3.0447,0.1974,0.6648,0.0334,0.339,0.056,31603.9609,27211.2715,-0.0097,4.8181,205.9656,8.5427,2394.0164,1356.9468,2.9551,0.0288,4.9808,-0.0498,0.0644,-0.2273,-0.1433,3877.3389,48.6821,94.1789,93.0329,0.0077,412057.5938,0.0
8900,4639.5,2.8348,0.1849,0.3773,0.0137,0.3156,0.0525,40000.0,40000.0,-0.0105,4.8107,119.6413,8.5598,2393.8169,1356.83,2.9274,0.0335,4.8725,-0.0817,0.0393,-0.0487,-0.1271,3898.5061,48.9383,94.0417,92.8966,0.0095,412021.0938,0.0
8901,4640.0,0.225,0.3503,3.1865,0.2027,0.025,0.0994,40000.0,40000.0,-0.009,4.6391,70.4349,8.548,2393.6174,1356.7128,2.9076,0.0298,4.619,-0.1002,-0.1088,0.2586,-0.1156,3886.7341,48.9383,94.0417,92.8966,0.0095,412021.0938,0.0
8902,4640.5,1.3158,0.1295,2.7424,0.1868,0.1465,0.0368,40000.0,40000.0,-0.0065,4.7585,48.9977,8.5257,2393.4177,1356.5956,2.9054,0.0129,4.5331,-0.0718,-0.1188,0.0368,-0.1143,3831.9092,49.4044,93.7798,93.1883,0.0128,411984.375,0.0
8903,4641.0,1.3178,0.1315,3.6561,0.2519,0.1467,0.0373,7000.3882,5574.563,-0.0069,5.1016,35.2736,8.5147,2393.2197,1356.48,2.9393,0.0024,4.6929,-0.0363,-0.1944,-0.2051,-0.1341,3860.6199,50.2916,94.1522,94.1948,0.019,411947.3125,0.0
8904,4641.5,2.7589,0.1348,4.8041,0.3337,0.3072,0.0383,1961.9495,983.9509,-0.0091,6.3993,26.4194,8.5052,2393.022,1356.3649,2.9647,0.0011,4.8815,-0.0288,-0.2173,-0.0802,-0.1489,3862.7407,50.2916,94.1522,94.1948,0.019,411947.3125,0.0
8905,4642.0,9.8175,0.2812,6.2725,0.4282,1.093,0.0798,518.3972,231.6587,-0.0016,11.2846,34.2411,8.4872,2392.8252,1356.2505,2.9526,-0.0057,4.8216,-0.0159,-0.0671,-0.3171,-0.1419,3870.2949,51.9389,95.7521,96.1012,0.0307,411909.5938,0.0
8906,4642.5,18.1417,0.3695,10.9034,0.7529,2.0198,0.1049,205.4903,103.6214,0.0157,21.0402,41.1073,8.4495,2392.6289,1356.1367,2.8981,-0.0179,4.3661,0.025,0.0553,-0.3256,-0.11,3839.2695,54.5887,98.8535,98.9935,0.0494,411870.625,0.0
8907,4643.0,15.8287,6.7205,22.8355,1.1518,1.7623,1.9071,94.4296,55.8169,0.0311,34.1969,18.5857,8.3827,2392.4355,1356.0259,2.8145,-0.0182,3.7346,0.0405,0.1427,0.2838,-0.0611,3856.2205,54.5887,98.8535,98.9935,0.0494,411843.3438,0.0106
8908,4643.5,13.4667,14.5932,38.0395,1.6758,1.4993,4.1411,45.2904,35.0302,0.0395,50.4637,11.0209,8.3758,2392.2441,1355.9167,2.7445,-0.0029,3.3273,-0.002,0.1552,0.3513,-0.0202,3903.5874,54.5887,98.8535,98.9935,0.0494,411843.3438,0.0255
8909,4644.0,15.4704,17.9754,45.4762,1.9656,1.7224,5.1008,30.4806,26.8086,0.0534,63.9336,9.2522,8.4523,2392.0515,1355.8068,2.7032,0.0114,3.2994,-0.0431,0.0962,-0.1337,0.004,3924.2429,57.0019,102.2186,102.033,0.0665,411802.4063,0.0412
8910,4644.5,20.3305,14.9467,43.5886,2.0472,2.2635,4.2414,26.1708,23.9869,0.0689,68.6846,9.1244,8.5323,2391.8552,1355.693,2.6795,0.0114,3.4628,-0.0292,0.1682,-0.3139,0.0178,3921.0869,58.1858,103.8051,103.8051,0.0749,411759.6563,0.0554
8911,4645.0,21.2637,14.3933,40.3686,1.8566,2.3674,4.0844,26.8268,24.8809,0.0676,68.5301,9.7987,8.5211,2391.6567,1355.5773,2.6782,0.0082,3.5801,-0.0059,0.1325,0.0716,0.0186,3865.4207,58.1858,103.8051,103.8051,0.0749,411759.6563,0.0548
8912,4645.5,17.5887,11.6824,35.8057,1.7242,1.9582,3.3151,34.2853,30.1365,0.0649,60.6851,12.5797,8.5408,2391.4583,1355.4614,2.7066,0.0132,3.595,-0.0173,0.0567,0.4371,0.002,3859.218,57.9339,103.2612,103.8705,0.0731,411716.0313,0.0483
8913,4646.0,12.8778,7.5338,28.8353,1.5225,1.4337,2.1378,56.9256,43.4561,0.0451,51.4244,22.7805,8.4724,2391.26,1355.3457,2.7587,0.0204,3.6774,-0.0304,0.1732,0.125,-0.0285,3863.325,56.2108,100.352,102.1985,0.0609,411672.5938,0.0272
8914,4646.5,7.6621,4.0017,22.3272,1.3098,0.853,1.1356,115.709,78.0599,0.0134,36.4754,123.0355,8.4172,2391.0647,1355.2329,2.8481,0.0249,4.0365,-0.0242,0.0621,-0.3032,-0.0808,3873.3416,56.2108,100.352,102.1985,0.0609,411672.5938,0.0
8915,4647.0,10.1897,0.2633,13.1068,0.918,1.1345,0.0747,191.2777,156.0387,-0.0005,18.1202,246.05,8.3562,2390.8718,1355.1228,2.9308,0.017,4.4945,-0.0137,-0.106,-0.0773,-0.1291,3880.7148,53.7468,95.1095,98.7629,0.0435,411630.4375,0.0
8916,4647.5,12.4009,1.2456,11.3131,0.7196,1.3806,0.3535,220.8974,238.3754,0.0016,13.1268,109.1466,8.2908,2390.6824,1355.016,2.9321,-0.0017,4.5808,-0.0007,-0.1039,0.5091,-0.1299,3849.2134,50.13,89.299,89.7398,0.0179,411590.125,0.0
8917,4648.0,16.269,2.9073,12.876,0.7125,1.8113,0.825,182.5666,253.2527,0.0087,23.3449,70.0163,8.2159,2390.4951,1354.9114,2.8648,-0.0116,4.1275,0.0139,-0.3504,0.8873,-0.0905,3874.1709,50.13,89.299,89.7398,0.0179,411590.125,0.0
8918,4648.5,19.8427,4.1689,15.3422,0.7986,2.2092,1.183,148.5255,223.0461,0.0249,38.202,66.2372,8.0601,2390.3137,1354.8125,2.7937,-0.0121,3.5703,0.0163,-0.3663,0.6097,-0.049,3899.8708,48.6416,87.6255,87.3525,0.0074,411552.5313,0.0088
8919,4649.0,25.1923,4.2208,13.9502,0.6954,2.8048,1.1977,139.6727,213.0825,0.0321,46.6151,85.0229,8.0347,2390.1367,1354.7181,2.7639,-0.0118,3.361,0.0127,0.1464,-0.1665,-0.0315,3909.4365,47.1267,86.4372,86.15,-0.0033,411516.0625,0.0177
8920,4649.5,29.4629,2.7895,10.2224,0.5313,3.2802,0.7916,156.1577,231.3094,0.035,42.7293,122.5403,8.0365,2389.9607,1354.6248,2.7813,-0.0078,3.3914,0.0072,0.4206,-0.5552,-0.0417,3856.7939,47.1267,86.4372,86.15,-0.0033,411516.0625,0.0174
8921,4650.0,30.9035,0.7689,6.8902,0.4375,3.4406,0.2182,174.0415,257.4356,0.0359,35.9571,117.1094,8.0323,2389.7842,1354.5309,2.8269,0.0007,3.4447,-0.0044,0.3535,-0.3502,-0.0683,3858.3042,46.05,85.8763,85.6281,-0.011,411480.375,0.0124
8922,4650.5,26.0187,0.1603,9.346,0.6565,2.8968,0.0455,197.3449,294.4698,0.0339,33.5704,108.4025,8.0437,2389.6082,1354.4373,2.8496,0.0067,3.51,-0.0096,0.1962,-0.0325,-0.0816,3912.3616,45.7536,86.1187,85.6193,-0.0131,411444.6875,0.0086
8923,4651.0,19.9545,0.1485,14.7492,1.0436,2.2216,0.0421,227.841,342.6075,0.032,35.1515,139.6326,8.0308,2389.4319,1354.3434,2.8411,0.009,3.5893,-0.0095,0.0008,-0.0009,-0.0766,3885.1382,45.7536,86.1187,85.6193,-0.0131,411444.6875,0.0083
8924,4651.5,24.0341,0.1607,10.91,0.7683,2.6758,0.0456,290.6268,425.9912,0.031,36.9639,199.2991,8.0574,2389.2559,1354.2498,2.8373,0.0097,3.5899,-0.005,0.0131,-0.1302,-0.0744,3852.4063,46.2807,87.3413,86.2677,-0.0093,411409.0,0.008
8925,4652.0,28.3447,0.1635,7.78,0.5444,3.1557,0.0464,392.9136,505.1946,0.0283,36.7999,331.0384,8.083,2389.0786,1354.1553,2.8333,0.0062,3.5295,0.0042,0.2381,0.0173,-0.0721,3822.0151,47.6777,89.5163,87.9027,0.0005,411373.3125,0.0065
8926,4652.5,30.9098,0.7643,5.1043,0.3102,3.4413,0.2169,310.2401,352.9156,0.023,35.4424,426.8467,8.1369,2388.9001,1354.0592,2.8289,-0.0025,3.6231,0.0036,0.4374,0.1409,-0.0695,3848.7993,47.6777,89.5163,87.9027,0.0005,411373.3125,0.0034
8927,4653.0,29.3088,2.642,5.2611,0.1872,3.2631,0.7497,192.8282,210.1026,0.0194,32.0116,163.0283,8.2517,2388.718,1353.9597,2.8297,-0.0114,3.7938,-0.0037,0.202,-0.0727,-0.07,3842.2554,50.2484,92.6548,90.9368,0.0187,411337.5625,0.0008
8928,4653.5,29.962,2.5359,4.8199,0.1632,3.3358,0.7196,103.6389,112.4071,0.021,31.2657,40.4624,8.2829,2388.5322,1353.8562,2.8215,-0.0097,3.8131,-0.0036,-0.3604,-0.1074,-0.0652,3852.8206,55.1664,97.3442,95.9003,0.0535,411299.875,0.0028
8929,4654.0,33.8509,0.5968,7.9381,0.5247,3.7687,0.1693,53.1992,59.7632,0.02,41.6478,27.312,8.3551,2388.344,1353.7506,2.7906,-0.0018,3.6926,0.0015,-0.4418,0.2664,-0.0472,3857.427,55.1664,97.3442,95.9003,0.0535,411299.875,0.0058
8930,4654.5,39.8352,0.3654,13.8051,0.9606,4.435,0.1037,33.6565,37.1283,0.0253,52.5222,14.446,8.5269,2388.1521,1353.6412,2.7456,-0.0009,3.5684,0.0001,-0.1267,0.3748,-0.0208,3851.6638,59.6681,103.1169,102.0841,0.0853,411258.5,0.0156
8931,4655.0,36.4821,0.3836,23.6728,1.6646,4.0617,0.1088,21.7276,25.3895,0.0445,55.9233,8.3061,8.7424,2387.9512,1353.5228,2.7115,-0.0031,3.5398,-0.0091,-0.1573,0.0538,-0.0009,3887.4409,61.611,107.6804,106.9706,0.0991,411213.75,0.0339
8932,4655.5,34.9075,0.3916,28.5072,2.0096,3.8864,0.1111,16.4252,19.6312,0.0601,57.2359,5.9371,8.9058,2387.7405,1353.3945,2.6761,-0.0036,3.4587,-0.0214,-0.5145,-0.0778,0.0198,3878.1553,61.611,107.6804,106.9706,0.0991,411213.75,0.0503
8933,4656.0,31.9728,0.3932,31.4875,2.2224,3.5596,0.1116,15.576,17.7051,0.0652,57.3776,6.0862,8.9646,2387.5237,1353.2603,2.6499,-0.0019,3.3109,-0.0203,-0.5489,-0.1456,0.0351,3866.7856,62.5768,110.4169,109.6348,0.1059,411167.5313,0.0584
8934,4656.5,17.592,10.1976,38.9516,2.0552,1.9586,2.8938,16.7782,17.8867,0.0643,54.406,7.2169,9.0344,2387.304,1353.123,2.6599,0.003,3.3102,0.0023,-0.1615,-0.4028,0.0293,3870.7947,62.9778,111.6936,110.5723,0.1088,411120.5938,0.0559
8935,4657.0,7.1074,21.9392,48.4933,1.8979,0.7913,6.2257,18.8814,18.974,0.0576,52.3592,8.3465,9.0821,2387.0806,1352.9822,2.6745,0.0079,3.3825,0.0196,0.0602,-0.397,0.0208,3873.5247,62.9778,111.6936,110.5723,0.1088,411089.0938,0.0489
8936,4657.5,2.1264,34.0137,60.7723,1.9126,0.2367,9.652,20.4606,20.0505,0.0496,54.26,8.3466,9.1335,2386.855,1352.8392,2.6782,0.0123,3.3981,0.0208,0.0442,-0.1217,0.0186,3877.1318,62.9778,111.6936,110.5723,0.1088,411089.0938,0.0429
8937,4658.0,1.9994,29.2894,54.5482,1.8054,0.2226,8.3114,21.2782,20.9563,0.0485,55.4526,7.8208,9.1217,2386.6274,1352.6942,2.6798,0.0162,3.4199,0.0132,0.0672,0.0417,0.0177,3846.6787,62.8734,111.4629,110.3454,0.108,411041.875,0.0419
8938,4658.5,5.1362,22.3391,49.2873,1.9261,0.5718,6.3391,21.8343,22.1566,0.0509,52.5595,7.9359,9.1427,2386.4001,1352.5494,2.672,0.0158,3.4671,0.0021,0.0817,0.0608,0.0222,3869.7107,62.3665,110.0559,109.3663,0.1044,410994.7188,0.0449
8939,4659.0,15.0425,10.5677,37.8084,1.947,1.6747,2.9988,22.7017,24.2918,0.0499,50.6651,9.415,9.1387,2386.1724,1352.4042,2.6698,0.0124,3.5273,-0.0005,0.1144,0.0249,0.0235,3890.0127,62.3665,110.0559,109.3663,0.1044,410994.7188,0.0446
8940,4659.5,12.664,10.3415,38.3658,2.003,1.4099,2.9346,24.5767,28.0077,0.0433,50.4413,11.8802,9.1572,2385.9443,1352.2584,2.6869,0.0106,3.6106,0.0031,0.2332,0.0864,0.0135,3931.7986,61.4322,108.0065,107.8543,0.0978,410947.9375,0.0372
8941,4660.0,7.4706,15.5422,40.9453,1.8157,0.8317,4.4104,26.7932,33.3623,0.0359,50.9336,14.7112,9.1638,2385.7158,1352.1123,2.702,0.0064,3.6713,0.0021,0.2845,0.0608,0.0047,3912.4712,60.176,105.5112,105.8628,0.0889,410901.875,0.0296
8942,4660.5,4.5596,17.4548,41.8759,1.7455,0.5076,4.9531,28.8711,39.1938,0.0321,51.4333,16.1839,9.1637,2385.4868,1351.9658,2.7068,0.001,3.6875,-0.0009,0.1739,0.0742,0.0019,3868.0173,60.176,105.5112,105.8628,0.0889,410901.875,0.0262
8943,4661.0,12.8384,11.276,32.1871,1.4946,1.4294,3.1998,32.266,47.018,0.0279,50.1281,20.5816,9.1714,2385.2576,1351.8192,2.7182,0.0021,3.6952,0.0033,-0.0649,0.3438,-0.0048,3895.9104,57.3696,101.5413,102.6088,0.0691,410856.75,0.0215
8944,4661.5,15.6025,7.5492,27.8465,1.4507,1.7371,2.1422,43.6709,65.8055,0.0227,47.4356,26.5399,9.166,2385.0283,1351.6724,2.7341,0.0044,3.7064,0.008,-0.26,0.3312,-0.0141,3885.5525,56.8386,101.1613,102.2794,0.0653,410813.7188,0.0154
8945,4662.0,12.6802,7.4046,28.0932,1.4787,1.4117,2.1012,57.3165,84.9491,0.0165,44.1017,39.1176,9.1729,2384.7993,1351.5258,2.74,0.0014,3.6919,0.0027,-0.2926,0.1742,-0.0175,3877.741,56.8386,101.1613,102.2794,0.0653,410813.7188,0.0102
8946,4662.5,7.1846,7.6922,28.6107,1.4951,0.7999,2.1828,75.619,103.633,0.0127,36.2032,64.0679,9.1786,2384.5698,1351.3788,2.7518,-0.0001,3.6849,-0.0006,-0.1994,-0.0215,-0.0244,3854.6365,57.4231,102.2739,103.143,0.0695,410771.0938,0.0058
8947,4663.0,5.8434,9.2056,26.8553,1.2615,0.6506,2.6123,85.3765,97.0404,0.012,27.447,45.5386,9.1636,2384.3403,1351.2319,2.7832,0.0018,3.8434,0.0006,-0.0238,-0.4204,-0.0428,3879.3013,59.2894,105.0202,105.7344,0.0827,410728.0313,0.0011
8948,4663.5,8.104,8.8251,25.5629,1.1963,0.9022,2.5043,73.3747,68.1264,0.0122,27.5663,21.5763,9.1663,2384.1111,1351.0852,2.7914,0.0011,4.0303,-0.0038,0.1653,-0.3953,-0.0476,3865.0315,59.2894,105.0202,105.7344,0.0827,410728.0313,0.0001
8949,4664.0,15.7273,5.0898,23.8041,1.3376,1.751,1.4443,54.062,45.2495,0.0203,35.8452,14.6567,9.2306,2383.8813,1350.9379,2.7542,0.0,3.8933,-0.0073,0.2038,-0.0578,-0.0259,3873.7925,61.8466,108.9774,109.9348,0.1008,410683.5625,0.0108
8950,4664.5,22.9732,2.2732,24.9106,1.618,2.5577,0.6451,36.2961,31.6017,0.033,43.684,11.4631,9.2154,2383.6492,1350.7882,2.7202,0.0013,3.6186,-0.0046,-0.1739,-0.1079,-0.006,3881.9941,63.2295,111.9606,112.7785,0.1105,410637.1875,0.0247
8951,4665.0,28.1756,1.5758,27.8048,1.8747,3.1369,0.4472,26.6525,25.1178,0.0497,51.7606,8.1732,9.2363,2383.4172,1350.6387,2.7164,0.0036,3.5115,-0.0115,-0.649,-0.2919,-0.0037,3869.3572,63.2295,111.9606,112.7785,0.1105,410637.1875,0.0367
8952,4665.5,31.8611,2.4716,28.8481,1.8852,3.5472,0.7014,22.6458,22.9947,0.0747,63.1559,6.3092,9.2176,2383.1848,1350.4888,2.704,0.0037,3.4783,-0.0187,-0.5472,-0.2825,0.0035,3875.7429,62.6937,112.1046,113.141,0.1067,410589.75,0.055
8953,4666.0,32.586,2.2521,25.7547,1.6798,3.6279,0.6391,23.8252,24.4916,0.095,70.0874,6.7175,9.2192,2382.9521,1350.3387,2.6688,-0.0003,3.4888,-0.0061,-0.14,-0.1565,0.0241,3874.2554,59.3767,109.4724,111.2162,0.0833,410542.7188,0.074
8954,4666.5,30.1794,0.6769,17.7884,1.223,3.36,0.1921,32.8871,31.7927,0.0923,63.1318,12.1197,9.213,2382.7202,1350.1895,2.6621,-0.0016,3.6274,-0.0007,-0.0005,0.091,0.028,3891.5359,59.3767,109.4724,111.2162,0.0833,410542.7188,0.0734
8955,4667.0,22.3085,0.1719,10.11,0.7103,2.4837,0.0488,70.2633,52.3711,0.0558,40.1114,59.0776,9.1914,2382.489,1350.0408,2.7353,0.005,3.9424,-0.0098,0.0635,0.3002,-0.0148,3867.6995,54.7604,104.6761,107.1183,0.0506,410498.1875,0.0378
8956,4667.5,14.8164,0.1713,3.976,0.2719,1.6496,0.0486,190.0372,112.1051,0.0127,17.6317,559.8155,9.15,2382.2593,1349.8936,2.8643,0.0089,4.4461,-0.0099,0.1839,0.508,-0.0903,3844.9971,52.0834,100.677,102.4038,0.0317,410457.125,0.0
8957,4668.0,7.7175,0.1972,2.2466,0.1465,0.8592,0.056,471.2054,262.7777,-0.0081,8.1521,592.866,9.1522,2382.0308,1349.7476,2.9522,0.0015,4.9109,-0.0005,0.1705,0.472,-0.1416,3859.3157,52.0834,100.677,102.4038,0.0317,410457.125,0.0
8958,4668.5,5.4355,0.2316,0.7204,0.0349,0.6052,0.0657,3470.4954,1768.7716,-0.0139,5.0866,571.5801,9.1562,2381.8025,1349.6019,2.9796,0.0025,5.0511,-0.0122,0.0562,0.0579,-0.1577,3880.7019,51.4299,98.495,99.324,0.0271,410418.0625,0.0
