,DEPT,GRUR,GRTH,GAMMAKT,POTA,URAN,THOR,LLS,LLD,NPHI,GR,MSFL,CALI,BHVT,AHVT,RHOB,DRHO,PE,DPE,QN,QF,DPHI,TENS,MNDT,DXDT,DYDT,SPHI,ITTT,XPHI
9686,5032.5,14.6958,0.5819,11.5201,0.7818,1.6361,0.1651,176.3194,183.6165,0.0185,21.5297,92.293,8.455,2181.2029,1209.0612,2.9057,0.0293,4.7154,-0.0237,-0.2164,0.129,-0.1144,4145.8813,55.9909,102.9693,103.4694,0.0593,388121.5,0.0
9687,5033.0,17.2535,0.3226,5.9535,0.4025,1.9209,0.0915,165.6948,171.7628,0.0176,21.7192,115.4215,8.5436,2181.0066,1208.9473,2.8903,0.0249,4.8705,-0.0098,-0.0888,0.219,-0.1055,4161.9907,55.9909,102.9693,103.4694,0.0593,388121.5,0.0
9688,5033.5,19.2321,0.3172,3.5665,0.2322,2.1412,0.09,135.6795,136.7233,0.0184,20.537,257.3052,8.5583,2180.8071,1208.8303,2.8866,0.0217,4.9211,-0.0072,0.1238,0.0185,-0.1033,4168.8276,56.2419,103.2781,103.8002,0.0611,388079.5,0.0
9689,5034.0,22.0409,0.3066,2.816,0.1794,2.4539,0.087,104.4714,104.479,0.0191,18.8161,64.5465,8.5894,2180.6072,1208.7129,2.9108,0.0183,4.9769,-0.0046,0.0659,-0.4034,-0.1174,4170.0342,56.7862,104.2924,104.3305,0.065,388037.3125,0.0
9690,5034.5,25.1498,0.3148,3.9982,0.2633,2.8,0.0893,76.3828,80.078,0.0253,24.0312,20.8044,8.6282,2180.4053,1208.5936,2.9188,0.019,4.9694,-0.0037,-0.0652,-0.3938,-0.1221,4129.7598,56.7862,104.2924,104.3305,0.065,388037.3125,0.0
9691,5035.0,28.6004,0.3424,6.0608,0.4087,3.1842,0.0972,62.5852,69.2049,0.0377,33.3079,20.5529,8.6611,2180.2017,1208.4727,2.8895,0.0199,4.9069,-0.0218,-0.0926,-0.0086,-0.105,4149.0137,57.4585,105.3191,104.8374,0.0697,387994.7188,0.0073
9692,5035.5,26.3868,0.3504,11.4364,0.7924,2.9377,0.0994,60.6415,66.6579,0.0476,38.4556,45.7329,8.6409,2179.9973,1208.3508,2.8635,0.0145,4.7512,-0.0504,-0.1257,0.0423,-0.0897,4167.0723,57.8813,105.7852,105.159,0.0727,387951.625,0.0163
9693,5036.0,22.3677,0.3473,15.8945,1.1112,2.4903,0.0985,62.5122,67.9187,0.0513,38.8808,62.749,8.6214,2179.7937,1208.2297,2.85,0.0083,4.5347,-0.0509,-0.2733,-0.1836,-0.0818,4207.3481,57.8813,105.7852,105.159,0.0727,387951.625,0.0202
9694,5036.5,17.5471,0.3308,20.9227,1.4718,1.9536,0.0939,68.1992,74.0592,0.0474,35.0024,66.1074,8.6163,2179.5911,1208.1095,2.8249,0.0024,4.403,-0.0135,-0.3561,-0.1975,-0.0672,4198.8784,57.685,105.4396,105.1243,0.0713,387908.2188,0.0203
9695,5037.0,17.2911,0.3135,20.4535,1.4395,1.9251,0.089,77.0839,84.9152,0.0487,31.5715,47.4258,8.6,2179.3884,1207.9895,2.8025,-0.0055,4.3576,0.0231,-0.378,-0.1124,-0.0541,4179.5879,55.7027,103.1025,103.9689,0.0573,387864.9688,0.0239
9696,5037.5,14.5627,0.1544,20.014,1.4195,1.6213,0.0438,88.5263,98.1752,0.0467,32.1458,41.2652,8.6057,2179.1868,1207.8704,2.7998,-0.008,4.3188,0.0185,-0.5095,-0.1864,-0.0525,4204.4111,55.7027,103.1025,103.9689,0.0573,387864.9688,0.0229
9697,5038.0,16.2561,0.155,14.4085,1.0188,1.8099,0.044,118.68,125.2264,0.0367,30.5474,58.9571,8.6037,2178.9849,1207.751,2.8195,-0.0029,4.3373,-0.014,-0.4296,-0.0952,-0.0641,4187.1304,54.7536,102.3851,102.9543,0.0506,387823.1875,0.0138
9698,5038.5,14.2835,0.1547,11.0623,0.7796,1.5902,0.0439,175.089,172.3767,0.0258,24.4865,100.4016,8.6102,2178.783,1207.6315,2.8584,-0.0008,4.4757,-0.0065,-0.0432,0.2183,-0.0868,4163.2095,54.3705,102.4452,102.0063,0.0479,387782.125,0.0022
9699,5039.0,15.4883,0.1659,4.3156,0.2966,1.7244,0.0471,217.7574,210.3707,0.0181,20.637,182.0678,8.607,2178.5808,1207.5118,2.8899,-0.0007,4.5935,0.0093,0.3116,0.1809,-0.1052,4100.9028,54.3705,102.4452,102.0063,0.0479,387782.125,0.0
9700,5039.5,12.488,0.273,4.6209,0.3108,1.3903,0.0775,221.7441,203.9124,0.0128,19.3538,682.8311,8.5768,2178.3792,1207.3926,2.9221,0.0057,4.638,-0.0582,0.3757,-0.3758,-0.124,4131.1367,54.7191,103.0242,101.5823,0.0503,387741.3438,0.0
9701,5040.0,10.3308,0.3802,6.6438,0.4477,1.1502,0.1079,169.5061,158.127,0.0161,17.1618,168.4193,8.563,2178.1787,1207.2747,2.9471,0.011,4.7356,-0.1178,0.2418,-0.496,-0.1387,4176.7856,55.4769,103.5885,101.8463,0.0557,387700.3125,0.0
9702,5040.5,9.3117,0.3914,10.2526,0.7048,1.0367,0.1111,120.0403,117.699,0.0261,18.1836,68.9776,8.5533,2177.9785,1207.1571,2.9199,0.0081,4.8267,-0.0655,0.2469,-0.1915,-0.1227,4148.1724,55.4769,103.5885,101.8463,0.0557,387700.3125,0.0
9703,5041.0,9.2698,0.3424,14.9914,1.047,1.032,0.0972,94.8603,96.7753,0.035,25.6346,51.3079,8.5369,2177.7791,1207.0403,2.8627,0.0039,4.813,-0.0023,0.3018,-0.1473,-0.0893,4108.0811,56.0084,103.6081,102.3093,0.0595,387658.7188,0.0081
9704,5041.5,11.9183,0.3115,16.4956,1.1567,1.3269,0.0884,84.6265,87.7073,0.0415,32.2875,56.7447,8.4999,2177.5808,1206.9244,2.8258,0.0031,4.7717,-0.0014,0.0618,-0.1058,-0.0677,4079.1143,55.866,102.7511,102.2121,0.0585,387616.7188,0.0163
9705,5042.0,12.1866,2.7828,17.5485,1.0554,1.3568,0.7897,83.2205,87.0837,0.0417,33.0632,53.5807,8.4826,2177.3835,1206.8099,2.8104,0.0001,4.7732,-0.0073,-0.3236,0.3686,-0.0587,4175.0791,55.866,102.7511,102.2121,0.0585,387616.7188,0.0182
9706,5042.5,13.8819,4.0719,14.8045,0.7671,1.5455,1.1555,95.8427,99.2705,0.0422,31.5715,57.0246,8.4543,2177.1877,1206.6967,2.8105,-0.0078,4.7614,-0.0033,-0.3803,0.5417,-0.0588,4210.2969,54.9035,101.1617,100.9867,0.0517,387574.8125,0.0186
9707,5043.0,12.3675,3.1076,12.3128,0.6579,1.3769,0.8819,131.7544,130.5081,0.0389,28.066,103.6972,8.4343,2176.9934,1206.5848,2.8407,-0.0125,4.6502,-0.0076,-0.1237,-0.0669,-0.0765,4168.1694,53.4049,99.2815,98.5939,0.0411,387533.625,0.0129
9708,5043.5,15.9562,0.5267,4.794,0.305,1.7765,0.1495,210.4798,186.7977,0.028,23.233,268.1332,8.4211,2176.7996,1206.4735,2.8884,-0.0083,4.5652,-0.0093,0.165,-0.3666,-0.1043,4085.1467,53.4049,99.2815,98.5939,0.0411,387533.625,0.0009
9709,5044.0,15.9135,0.2804,3.0505,0.198,1.7717,0.0796,311.5061,271.4823,0.0153,16.7292,255.6679,8.3997,2176.6064,1206.3628,2.9278,0.0021,4.6916,-0.0053,0.2746,-0.3133,-0.1274,4106.752,51.8758,97.3703,95.8281,0.0302,387493.5625,0.0
9710,5044.5,15.6292,0.2655,0.6532,0.0277,1.7401,0.0753,334.7733,296.5024,0.0087,11.4785,270.9868,8.3906,2176.4141,1206.2529,2.9452,0.0113,4.8608,-0.0001,0.1084,-0.2,-0.1375,4204.9595,50.699,95.62,93.4802,0.0219,387454.6563,0.0
9711,5045.0,14.2554,0.287,0.8868,0.0429,1.5871,0.0814,233.4733,211.4433,0.0142,10.7363,137.4578,8.3819,2176.2222,1206.1436,2.9253,0.017,4.769,0.0179,-0.0901,-0.0059,-0.1259,4194.8691,50.699,95.62,93.4802,0.0219,387454.6563,0.0
9712,5045.5,14.2362,0.2831,1.6543,0.098,1.585,0.0803,143.6712,140.2605,0.031,13.5774,78.194,8.2942,2176.031,1206.0349,2.8728,0.0201,4.3862,0.0337,-0.1524,-0.1645,-0.0952,4126.0303,50.0568,94.2144,91.7132,0.0174,387416.625,0.0044
9713,5046.0,13.0647,0.2821,3.4932,0.2295,1.4545,0.0801,102.7781,103.8907,0.0536,15.3796,51.7385,8.156,2175.8445,1205.9309,2.815,0.0179,3.9668,0.0251,-0.1056,-0.1974,-0.0614,4077.1282,49.9786,93.2218,90.4977,0.0168,387379.0938,0.0256
9714,5046.5,11.8934,1.1939,2.7591,0.1119,1.3241,0.3388,79.2525,84.2667,0.0738,15.1189,42.4104,8.1253,2175.6633,1205.8324,2.7875,0.0177,3.7536,0.0248,-0.038,0.1575,-0.0453,4174.5923,49.9786,93.2218,90.4977,0.0168,387354.0938,0.0421
9715,5047.0,13.1342,0.218,1.8561,0.1171,1.4623,0.0619,73.2602,79.6272,0.0816,14.6861,39.0243,8.1284,2175.4834,1205.735,2.7962,0.0232,3.6342,0.052,-0.1149,0.2849,-0.0504,4244.1616,49.9786,93.2218,90.4977,0.0168,387354.0938,0.046
9716,5047.5,13.1381,0.202,1.9961,0.1282,1.4627,0.0573,79.4812,85.0503,0.0861,15.3871,46.0901,8.1282,2175.3032,1205.6372,2.7953,0.022,3.4219,0.0577,-0.2538,0.11,-0.0499,4175.1768,50.2346,92.5974,90.0116,0.0186,387316.625,0.0489
9717,5048.0,13.2395,0.1987,1.9679,0.1265,1.474,0.0564,104.5353,105.3948,0.0831,16.3681,80.3008,8.1394,2175.1228,1205.5393,2.7859,0.013,3.2544,0.0294,-0.2646,0.116,-0.0444,4098.332,50.4792,92.2446,90.2485,0.0204,387278.9375,0.0482
9718,5048.5,13.4044,0.1638,1.6954,0.1095,1.4924,0.0465,145.2247,137.1876,0.0714,14.9639,154.0858,8.1458,2174.9421,1205.4412,2.7937,0.007,3.2733,0.0089,-0.1027,0.3651,-0.049,4126.2256,50.4792,92.2446,90.2485,0.0204,387278.9375,0.0398
9719,5049.0,13.7444,0.1494,2.0358,0.1348,1.5302,0.0424,168.1906,161.723,0.061,13.4518,230.7603,8.1438,2174.7612,1205.3428,2.7955,0.0068,3.4617,0.0046,0.1574,0.3126,-0.05,4245.0874,50.5788,92.1385,90.9632,0.0211,387241.0625,0.0328
9720,5049.5,16.2015,0.1651,0.692,0.0377,1.8038,0.0468,150.345,147.1919,0.0544,15.4378,113.7246,8.1484,2174.5803,1205.2444,2.7968,0.0077,3.785,0.0033,0.2473,0.0338,-0.0508,4220.374,50.663,92.247,91.6154,0.0217,387203.125,0.0284
9721,5050.0,19.5529,0.1669,0.7204,0.0396,2.1769,0.0474,110.6289,116.0912,0.0544,21.6441,59.9354,8.1516,2174.3992,1205.1456,2.8058,0.0161,4.0262,0.008,0.129,-0.1387,-0.056,4100.5864,50.663,92.247,91.6154,0.0217,387203.125,0.0273
9722,5050.5,22.0997,0.1647,0.7544,0.0421,2.4604,0.0467,84.8623,97.3874,0.0639,27.2158,44.61,8.1574,2174.218,1205.0469,2.7986,0.0312,3.9474,0.0167,0.0838,-0.0488,-0.0518,4061.5911,50.8034,92.4204,91.7051,0.0227,387165.125,0.0343
9723,5051.0,22.0692,0.1617,1.3799,0.0871,2.457,0.0459,79.9686,92.3765,0.0767,27.1412,50.5288,8.144,2174.0369,1204.9482,2.7864,0.0326,3.7443,0.0149,0.0995,0.2762,-0.0446,4165.209,50.8236,92.455,91.3308,0.0228,387127.0313,0.0442
9724,5051.5,21.8375,0.5999,1.1054,0.0361,2.4313,0.1702,90.3303,100.2335,0.071,23.5239,63.6029,8.1381,2173.8562,1204.8499,2.7979,0.0278,3.7153,0.0162,-0.0364,0.2309,-0.0514,4281.6206,50.8236,92.455,91.3308,0.0228,387127.0313,0.039
9725,5052.0,19.1956,0.6133,1.0669,0.0324,2.1371,0.174,112.0977,118.3158,0.0598,19.8096,83.3236,8.141,2173.6755,1204.7517,2.826,0.0281,3.8018,0.0168,-0.2884,-0.1307,-0.0679,4255.2754,50.753,92.4127,91.0434,0.0223,387088.9063,0.0284
9726,5052.5,22.4281,0.3014,0.7253,0.0303,2.497,0.0855,142.8782,146.2211,0.0565,17.4453,107.4647,8.1401,2173.4949,1204.6536,2.8548,0.0245,3.8878,0.0008,-0.3832,-0.5577,-0.0847,4186.1069,51.2655,93.4508,92.4128,0.0259,387050.8438,0.023
9727,5053.0,19.4149,0.2898,0.6954,0.029,2.1615,0.0822,173.0639,175.4454,0.0551,16.6099,130.4725,8.147,2173.3142,1204.5554,2.8721,0.0236,3.915,-0.0163,-0.2199,-0.6425,-0.0948,4149.3184,51.2655,93.4508,92.4128,0.0259,387050.8438,0.0204
9728,5053.5,20.3578,0.2862,0.7404,0.0325,2.2665,0.0812,200.6889,197.2206,0.0552,16.2743,125.5314,8.1537,2173.1333,1204.457,2.8613,0.0262,3.8948,-0.0224,0.0517,-0.4053,-0.0885,4217.4253,52.1588,95.2386,94.1116,0.0322,387012.4063,0.0215
9729,5054.0,20.4465,0.2874,1.2883,0.0715,2.2764,0.0816,187.448,162.8045,0.0575,16.0356,119.4462,8.1595,2172.9519,1204.358,2.8315,0.022,3.8906,-0.0122,0.2942,-0.36,-0.0711,4252.667,53.347,97.7054,96.2013,0.0406,386973.2813,0.0262
9730,5054.5,20.5519,0.3049,3.052,0.1963,2.2881,0.0865,136.9697,102.9598,0.0615,16.2221,94.713,8.1683,2172.7703,1204.2589,2.8234,0.0183,3.8625,-0.0038,0.3289,-0.1291,-0.0663,4151.377,53.347,97.7054,96.2013,0.0406,386973.2813,0.0298
9731,5055.0,19.3778,0.2993,6.2971,0.4287,2.1574,0.0849,81.1287,57.8871,0.0648,18.8996,29.3713,8.1761,2172.5881,1204.1595,2.8282,0.0216,3.8453,-0.0084,0.1871,0.2197,-0.0691,4076.9211,54.3383,99.7951,98.1229,0.0477,386933.2813,0.0314
9732,5055.5,18.9168,0.498,6.6403,0.439,2.1061,0.1413,41.9803,36.0488,0.0753,24.2995,14.7881,8.1971,2172.4055,1204.0593,2.8028,0.0216,3.7696,-0.012,0.0564,0.4648,-0.0543,4114.4297,54.676,100.5602,99.3054,0.05,386892.5313,0.0412
9733,5056.0,24.5746,0.1814,3.9907,0.2723,2.736,0.0515,27.9624,28.095,0.0978,29.0729,12.2968,8.1988,2172.2222,1203.9585,2.7723,0.0178,3.5065,-0.0198,-0.1799,0.3574,-0.0365,4226.8813,54.676,100.5602,99.3054,0.05,386892.5313,0.0593
9734,5056.5,25.5232,0.2262,2.9134,0.1921,2.8416,0.0642,27.4984,28.1993,0.1075,31.7803,13.5748,8.2075,2172.0388,1203.8575,2.7611,0.0148,3.2299,-0.0301,-0.4358,0.1481,-0.0299,4208.688,54.1726,99.6492,99.196,0.0465,386851.5313,0.0668
9735,5057.0,26.0245,0.2123,0.8164,0.0432,2.8974,0.0603,37.6414,34.9541,0.0941,29.8188,22.0426,8.2038,2171.8552,1203.7565,2.7571,0.0044,3.1444,-0.0223,-0.3997,0.1867,-0.0276,4155.5576,52.9473,97.3347,97.6354,0.0378,386810.9063,0.0592
9736,5057.5,24.1712,0.2282,0.7651,0.0384,2.6911,0.0648,64.7689,53.2927,0.0789,23.6283,61.1329,8.199,2171.6716,1203.6554,2.7684,-0.007,3.3357,-0.0059,-0.124,-0.2107,-0.0341,4135.8887,52.9473,97.3347,97.6354,0.0378,386810.9063,0.048
9737,5058.0,19.9933,0.222,0.7365,0.0368,2.2259,0.063,104.7261,84.5951,0.0605,18.3626,166.6471,8.2064,2171.4883,1203.5544,2.7907,-0.0086,3.7331,0.001,0.2535,-0.3421,-0.0472,4214.0503,51.4787,95.1266,95.2227,0.0274,386771.1875,0.0332
9738,5058.5,14.3224,0.2355,3.9229,0.2636,1.5946,0.0668,169.2402,148.5647,0.0525,16.7367,102.3865,8.2064,2171.3049,1203.4535,2.8037,-0.0076,3.9654,0.0016,0.2611,0.2685,-0.0548,4286.9224,50.3235,93.5497,92.9931,0.0193,386732.5938,0.0262
9739,5059.0,11.1879,0.2144,4.9012,0.335,1.2456,0.0608,245.8585,240.6474,0.0489,15.782,132.0199,8.2066,2171.1216,1203.3525,2.8064,-0.0067,3.8592,-0.0005,-0.1257,0.6751,-0.0564,4243.3813,50.3235,93.5497,92.9931,0.0193,386732.5938,0.0236
9740,5059.5,13.5742,0.1507,2.222,0.148,1.5113,0.0428,349.726,348.7777,0.0461,15.1257,333.384,8.1993,2170.9382,1203.2517,2.8137,-0.0032,3.7767,-0.002,-0.1357,0.5794,-0.0606,4188.1182,49.6911,92.4011,91.4832,0.0148,386694.8438,0.0208
9741,5060.0,15.3844,0.1486,0.5518,0.0288,1.7128,0.0422,471.4128,449.3498,0.0399,15.3942,812.1599,8.2033,2170.7549,1203.1506,2.8366,0.0004,3.8989,-0.0094,0.0533,0.2499,-0.0741,4153.1563,49.4878,91.5808,90.8261,0.0134,386657.5625,0.014
9742,5060.5,15.7153,0.1478,0.5416,0.0281,1.7496,0.0419,492.6649,474.2574,0.0358,16.2444,1122.6298,8.2088,2170.5713,1203.0496,2.8584,0.0019,4.0417,-0.0171,-0.0289,0.1001,-0.0868,4197.1113,49.4878,91.5808,90.8261,0.0134,386657.5625,0.009
9743,5061.0,11.7379,0.1477,4.782,0.3312,1.3068,0.0419,360.3516,365.3256,0.0366,17.7958,320.3734,8.2009,2170.3877,1202.9484,2.8716,0.0021,4.1102,-0.0212,-0.1735,-0.0637,-0.0945,4214.9272,49.5162,91.1512,90.9301,0.0136,386620.4375,0.0082
9744,5061.5,11.2305,0.1495,6.5955,0.4607,1.2503,0.0424,227.0832,250.1458,0.0404,18.8176,127.8906,8.1962,2170.2041,1202.8473,2.8662,0.0003,4.05,-0.0037,-0.1697,-0.4716,-0.0913,4196.4043,49.7073,91.0613,91.5268,0.0149,386583.3125,0.0113
9745,5062.0,14.8677,0.1652,3.1312,0.212,1.6553,0.0469,163.7842,181.2238,0.0492,19.6935,95.3835,8.1762,2170.0212,1202.7471,2.829,-0.0042,3.8518,0.0333,0.001,-0.5347,-0.0696,4189.2153,49.7073,91.0613,91.5268,0.0149,386558.4688,0.0211
9746,5062.5,16.2427,0.216,2.3852,0.155,1.8084,0.0613,129.2263,139.8822,0.0538,20.177,114.3857,8.1685,2169.8391,1202.6473,2.807,-0.0068,3.6735,0.0333,0.1094,-0.3399,-0.0567,4183.4629,49.7073,91.0613,91.5268,0.0149,386558.4688,0.0267
9747,5063.0,16.9997,0.2608,2.2515,0.1423,1.8926,0.074,112.9341,119.457,0.0544,20.5245,114.7217,8.1701,2169.6572,1202.5481,2.8139,-0.0069,3.7158,0.0133,0.1211,-0.4677,-0.0608,4241.1509,50.2448,91.3656,92.4796,0.0187,386521.1875,0.0263
9748,5063.5,16.6238,2.2273,4.7903,0.1832,1.8508,0.632,96.9184,103.056,0.0574,24.7296,57.9274,8.1628,2169.4753,1202.4486,2.815,-0.0044,3.8232,-0.0027,0.2498,-0.2601,-0.0614,4254.3853,51.2464,92.4213,93.9261,0.0258,386483.5,0.0281
9749,5064.0,13.984,4.3363,9.5185,0.3704,1.5569,1.2305,88.1848,96.6569,0.0576,29.1615,46.9753,8.1644,2169.2935,1202.3492,2.7992,-0.0016,3.7332,-0.0133,0.238,0.2234,-0.0522,4245.3921,51.2464,92.4213,93.9261,0.0258,386483.5,0.0301
9750,5064.5,11.0393,5.7693,13.5144,0.5536,1.229,1.6371,96.2361,102.6222,0.0613,29.3694,59.9159,8.1732,2169.1118,1202.25,2.7826,-0.0029,3.5857,-0.0031,-0.0657,0.1401,-0.0425,4208.0903,52.5525,94.5789,96.213,0.035,386445.0625,0.0348
9751,5065.0,12.7578,4.1869,10.0121,0.4164,1.4204,1.1881,111.9018,107.5569,0.0599,25.0962,78.7727,8.1842,2168.9297,1202.1503,2.7791,-0.0055,3.5377,0.0053,-0.2619,-0.0161,-0.0404,4204.0942,54.1344,97.8528,99.7915,0.0462,386405.6563,0.0343
9752,5065.5,12.8187,3.2735,7.6687,0.3141,1.4272,0.9289,97.7568,83.428,0.0605,21.8532,136.209,8.1801,2168.7471,1202.0502,2.7894,0.0023,3.5616,-0.0038,-0.2246,-0.0111,-0.0464,4275.0161,54.1344,97.8528,99.7915,0.0462,386405.6563,0.0333
9753,5066.0,12.6403,2.7154,7.9276,0.3725,1.4073,0.7705,72.111,61.1888,0.063,22.1366,77.5841,8.1852,2168.5642,1201.95,2.8133,0.019,3.6729,-0.0181,-0.1767,0.2353,-0.0604,4264.1709,55.8616,100.9233,103.1388,0.0584,386365.0625,0.0319
9754,5066.5,13.4823,2.734,10.8263,0.5784,1.501,0.7758,45.8934,44.2183,0.0741,25.3139,24.1075,8.2075,2168.3816,1201.8497,2.7906,0.0364,3.8023,-0.0239,-0.1569,0.3127,-0.0471,4238.9341,56.8544,102.6242,104.4493,0.0654,386323.1563,0.0419
9755,5067.0,15.8308,1.8902,13.8515,0.8549,1.7625,0.5364,31.1775,37.3888,0.0842,32.7276,20.474,8.215,2168.1978,1201.7483,2.7142,0.0587,3.7464,-0.0312,-0.1104,-0.2196,-0.0025,4190.6279,56.8544,102.6242,104.4493,0.0654,386323.1563,0.0595
9756,5067.5,19.8819,0.954,12.9896,0.8602,2.2135,0.2707,37.6045,40.6006,0.1041,39.0707,51.8228,8.1731,2168.0129,1201.646,2.6895,0.0625,3.5603,-0.0398,-0.0139,-0.0446,0.012,4248.0854,56.4192,102.8124,103.7403,0.0624,386280.5,0.0759
9757,5068.0,21.7521,0.6284,11.5332,0.7794,2.4217,0.1783,44.6973,46.639,0.0815,34.4033,44.7629,8.1362,2167.8315,1201.5471,2.7261,0.0357,3.5047,-0.0303,0.1713,0.4998,-0.0094,4313.9751,54.7359,101.7328,101.3312,0.0505,386238.1875,0.0559
9758,5068.5,23.4962,0.1664,7.5356,0.5267,2.6159,0.0472,52.7819,55.8204,0.0777,28.4027,41.5685,8.1235,2167.6514,1201.4493,2.7538,0.0077,3.5619,-0.0083,0.2788,0.4992,-0.0256,4300.8872,54.7359,101.7328,101.3312,0.0505,386238.1875,0.0493
9759,5069.0,22.121,0.1682,5.1882,0.3588,2.4628,0.0477,57.4421,65.2597,0.0814,26.523,38.5638,8.1142,2167.4714,1201.3522,2.7598,-0.0048,3.4954,0.0035,0.1769,0.454,-0.0291,4235.7163,52.8672,99.9508,98.4664,0.0373,386197.125,0.0508
9760,5069.5,22.0011,0.1672,1.6633,0.1069,2.4495,0.0475,55.601,64.6428,0.0822,26.8996,35.3241,8.1081,2167.2917,1201.2551,2.757,-0.0028,3.3283,-0.0029,0.1215,0.2592,-0.0275,4174.8721,51.9015,98.1792,96.5951,0.0304,386157.4688,0.0517
9761,5070.0,20.3998,0.1661,1.5972,0.1023,2.2712,0.0471,57.9342,67.2629,0.0853,26.0299,34.6048,8.1071,2167.1125,1201.1583,2.7418,-0.001,3.339,-0.0061,0.2308,0.1305,-0.0186,4221.5557,51.9015,98.1792,96.5951,0.0304,386157.4688,0.0559
9762,5070.5,21.0515,0.1642,0.791,0.0448,2.3437,0.0466,61.7371,72.6474,0.0833,23.0987,41.0846,8.1076,2166.9333,1201.0618,2.7318,-0.0079,3.525,0.0061,0.1041,0.0686,-0.0128,4261.6733,51.5416,96.7013,95.6377,0.0279,386118.5313,0.0561
9763,5071.0,15.9728,0.1478,4.4486,0.3074,1.7783,0.0419,65.7285,78.9296,0.0822,20.7493,47.6701,8.0976,2166.7542,1200.965,2.755,-0.0119,3.6259,0.0139,-0.2906,-0.1579,-0.0263,4266.376,51.2314,95.3559,95.0435,0.0257,386079.875,0.052
9764,5071.5,15.1709,0.1487,4.1893,0.2888,1.689,0.0422,67.8663,84.4036,0.0738,17.9748,49.5844,8.1086,2166.5752,1200.8683,2.7769,-0.0104,3.602,0.0112,-0.4589,-0.1614,-0.0391,4186.144,51.2314,95.3559,95.0435,0.0257,386079.875,0.0436
9765,5072.0,14.8514,0.1649,2.9052,0.1959,1.6535,0.0468,69.4786,88.9229,0.0713,15.4762,52.0578,8.1037,2166.396,1200.7714,2.7711,-0.0081,3.563,0.0077,-0.3507,-0.1406,-0.0357,4152.291,50.7635,94.0852,94.4383,0.0224,386041.4375,0.0427
9766,5072.5,13.3663,0.201,4.0671,0.2763,1.4881,0.057,72.0029,93.2989,0.0693,16.2146,62.12,8.1026,2166.217,1200.6749,2.7816,-0.0034,3.5286,-0.0058,-0.0953,-0.308,-0.0418,4226.5039,50.2497,92.841,93.6936,0.0187,386003.375,0.0401
9767,5073.0,12.0597,0.2296,4.9373,0.3365,1.3427,0.0652,75.3176,98.3212,0.0639,17.3707,53.6209,8.0972,2166.0378,1200.5784,2.8095,0.003,3.5136,-0.0257,0.2326,-0.2286,-0.0582,4270.3853,50.2497,92.841,93.6936,0.0187,386003.375,0.033
9768,5073.5,10.0555,1.8356,6.6545,0.3444,1.1195,0.5209,80.7364,106.4349,0.0611,16.9232,53.3545,8.0985,2165.8591,1200.4821,2.8179,0.0081,3.5221,-0.0298,0.3564,-0.033,-0.0631,4249.7549,49.7749,91.8178,92.9921,0.0154,385965.6875,0.0302
9769,5074.0,8.9498,1.8116,6.2591,0.3179,0.9964,0.5141,87.028,114.3318,0.0613,14.9691,62.8425,8.0975,2165.6804,1200.3857,2.8247,0.0141,3.5134,-0.05,0.2859,-0.0805,-0.0671,4202.6436,49.4058,91.29,92.5582,0.0128,385928.3438,0.0295
9770,5074.5,11.6689,0.2896,4.15,0.2759,1.2991,0.0822,90.5702,117.6659,0.0532,14.3724,88.8963,8.093,2165.5017,1200.2894,2.8319,0.0198,3.5433,-0.0777,0.1474,-0.1057,-0.0713,4237.0928,49.4058,91.29,92.5582,0.0128,385928.3438,0.0234
9771,5075.0,13.6842,0.2342,3.0438,0.2008,1.5235,0.0665,89.6872,115.2016,0.0477,15.9461,78.7292,8.1126,2165.323,1200.1932,2.8348,0.0224,3.6256,-0.082,-0.0256,-0.1224,-0.073,4257.7617,49.2747,91.352,92.4286,0.0118,385891.2813,0.0194
9772,5075.5,14.0804,0.2205,2.9503,0.1951,1.5676,0.0626,81.5152,104.484,0.0512,16.8094,65.4332,8.1102,2165.1433,1200.0963,2.8528,0.0256,3.7082,-0.0995,0.0802,-0.1504,-0.0835,4202.9604,49.3799,91.7306,92.5322,0.0126,385854.3125,0.0198
9773,5076.0,12.0026,0.1467,3.0553,0.2079,1.3363,0.0416,73.6749,96.7414,0.0537,14.5314,49.5138,8.1341,2164.9636,1199.9991,2.8584,0.029,3.8362,-0.1014,0.4317,-0.0617,-0.0868,4150.7925,49.3799,91.7306,92.5322,0.0126,385854.3125,0.0208
9774,5076.5,13.989,0.1658,0.6592,0.0353,1.5574,0.047,68.4535,92.6181,0.0541,12.8961,45.2969,8.1457,2164.7832,1199.9014,2.8449,0.0288,3.9342,-0.0678,0.5596,0.0681,-0.0789,4080.333,49.6155,92.0403,92.6935,0.0143,385817.2813,0.0225
9775,5077.0,12.0705,0.1857,1.5848,0.1,1.3439,0.0527,70.6885,95.7595,0.0603,14.3119,48.6602,8.1494,2164.6018,1199.8027,2.829,0.029,3.953,-0.0461,0.4074,0.3381,-0.0696,4113.1377,49.8445,92.0818,92.7876,0.0159,385780.0625,0.0284
9776,5077.5,11.7409,0.2078,1.7516,0.1103,1.3072,0.059,79.5531,104.1767,0.0643,15.0846,72.9214,8.169,2164.4204,1199.704,2.8204,0.032,4.0037,-0.055,0.1327,0.6177,-0.0645,4166.7559,49.8445,92.0818,92.7876,0.0159,385780.0625,0.0319
